% f evaluations | g evaluations | best noise-free fitness - Fopt (1.401613772254e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.469081468e+05 +1.564700553e+03 90909000099 +1.5239e+00 -1.3294e+00 -6.3795e-01 -7.7961e-01 +2.6633e+00 +4.5971e+00 +2.0675e+00 +2.6104e+00 +2.8537e+00 -3.8269e+00
5 4 +3.469081464e+05 +1.564700551e+03 90909000099 +1.5239e+00 -1.3294e+00 -6.3795e-01 -7.7961e-01 +2.6633e+00 +4.5971e+00 +2.0675e+00 +2.6104e+00 +2.8537e+00 -3.8269e+00
12 12 +8.806916630e+02 +4.874334669e+02 00900000090 +6.7667e-01 -2.4775e+00 +1.3150e+00 -4.1506e+00 +8.8343e-01 +1.9821e+00 -1.0979e+00 -1.9960e+00 +2.3248e+00 +1.0411e+00
23 23 +8.479486755e+02 +3.744410704e+02 00000000090 +1.7403e+00 -2.2588e-01 +9.1386e-01 -3.1769e+00 -2.6646e-01 +1.4720e+00 -3.3835e-02 -1.8145e+00 +3.6948e+00 +4.6453e-01
24 24 +2.327375366e+02 +3.728989139e+02 00000000000 +2.2380e+00 +1.0958e-01 +5.2552e-01 -3.4904e+00 -7.8886e-02 +1.7425e+00 +4.9848e-01 -1.7480e+00 +3.9205e+00 +3.3472e-01
42 42 +2.202753004e+02 +3.604366777e+02 00000000000 +1.8868e+00 +8.7302e-02 +7.2682e-01 -3.1371e+00 -4.9158e-01 +1.3563e+00 +2.4594e-01 -1.7328e+00 +4.0162e+00 +2.5507e-01
59 59 +2.420764494e+01 +1.643690222e+02 00000000000 +1.9399e+00 +7.5376e-01 +4.7808e-01 -3.0667e+00 -6.5924e-01 +1.5375e+00 +3.0182e-01 -9.2312e-01 +3.6779e+00 -2.8471e-01
62 62 +2.208836958e+01 +1.622497468e+02 00000000000 +1.9656e+00 +1.3672e+00 +8.6207e-01 -2.7526e+00 -1.0310e+00 +1.5707e+00 +1.0919e-02 -8.2799e-01 +4.2218e+00 -4.0584e-01
74 74 +7.566147426e+00 +1.477275247e+02 00000000000 +2.5453e+00 +1.3317e+00 +6.8490e-01 -2.9172e+00 -1.5958e+00 +1.4120e+00 +5.1945e-01 -4.5407e-01 +4.0885e+00 -3.0260e-01
94 94 +2.039927491e+00 +1.422013047e+02 00000000000 +2.3611e+00 +1.0084e+00 +5.8504e-01 -3.0386e+00 -1.7326e+00 +1.4773e+00 +4.9037e-01 -5.4031e-01 +3.9012e+00 -1.8871e-01
182 182 +1.002109483e+00 +1.411634867e+02 00000000000 +1.9154e+00 +6.8692e-01 +6.5231e-01 -2.5603e+00 -1.9147e+00 +1.3341e+00 +2.3737e-01 -7.0234e-01 +3.9712e+00 -5.5063e-02
628 628 +9.188909709e-01 +1.410802682e+02 00000000000 +1.9147e+00 +6.5384e-01 +7.5669e-01 -2.4965e+00 -1.8942e+00 +1.2241e+00 +1.7829e-01 -6.9519e-01 +3.9001e+00 -3.3753e-02
634 634 +7.901826397e-01 +1.409515599e+02 00000000000 +1.9848e+00 +5.9371e-01 +7.1391e-01 -2.6091e+00 -1.9316e+00 +1.2002e+00 +1.3624e-01 -6.3800e-01 +3.9043e+00 -7.5803e-02
659 659 +6.598389252e-01 +1.408212162e+02 00000000000 +1.7838e+00 +6.3230e-01 +9.8594e-01 -2.1522e+00 -1.9189e+00 +1.1147e+00 +4.4566e-02 -7.9492e-01 +3.8176e+00 +4.9227e-02
1061 1061 +6.170237520e-01 +1.407784010e+02 00000000000 +1.9956e+00 +5.0373e-01 +7.9618e-01 -2.5861e+00 -1.9867e+00 +1.0814e+00 -9.3753e-02 -6.0866e-01 +3.8445e+00 -8.6934e-02
1729 1729 +5.975156366e-01 +1.407588929e+02 00000000000 +1.9625e+00 +4.4538e-01 +9.4349e-01 -2.4625e+00 -1.9850e+00 +9.0638e-01 -4.1312e-01 -5.9867e-01 +3.6686e+00 -5.9481e-02
1747 1747 +5.637056831e-01 +1.407250829e+02 00000000000 +1.9516e+00 +4.1098e-01 +9.6937e-01 -2.4566e+00 -1.9930e+00 +8.6953e-01 -4.5418e-01 -5.9727e-01 +3.6380e+00 -5.8636e-02
1772 1772 +5.203377696e-01 +1.406817150e+02 00000000000 +1.9538e+00 +3.7727e-01 +9.9024e-01 -2.4622e+00 -2.0200e+00 +8.3176e-01 -4.9590e-01 -5.8555e-01 +3.6266e+00 -7.1384e-02
1977 1977 +5.098036084e-01 +1.406711808e+02 00000000000 +1.8824e+00 +3.2071e-02 +1.3519e+00 -2.0455e+00 -2.1008e+00 +2.7607e-01 -9.4071e-01 -6.2124e-01 +3.4534e+00 -5.3556e-02
2053 2053 +3.412806381e-01 +1.405026579e+02 00000000000 +1.8952e+00 +7.9191e-02 +1.3078e+00 -2.0850e+00 -2.0783e+00 +3.5675e-01 -8.3768e-01 -6.0963e-01 +3.5151e+00 -4.7322e-02
3469 3469 +3.256761091e-01 +1.404870533e+02 00000000000 +1.8533e+00 +3.0350e-01 +1.4333e+00 -1.8234e+00 -2.0105e+00 +7.4451e-02 -8.3188e-01 -5.4165e-01 +3.4984e+00 +5.9988e-02
3486 3486 +2.302287556e-01 +1.403916060e+02 00000000000 +1.8437e+00 +3.3424e-01 +1.4667e+00 -1.7380e+00 -1.9965e+00 +2.4839e-02 -8.6057e-01 -5.3798e-01 +3.4908e+00 +8.9717e-02
3665 3665 +2.147595468e-01 +1.403761368e+02 00000000000 +1.8134e+00 +3.9919e-01 +1.5399e+00 -1.5791e+00 -1.9703e+00 -7.3918e-02 -9.2667e-01 -5.3407e-01 +3.4668e+00 +1.6121e-01
4074 4074 +2.124835822e-01 +1.403738608e+02 00000000000 +1.8009e+00 +3.7192e-01 +1.6111e+00 -1.4855e+00 -1.9612e+00 -1.8800e-01 -1.0360e+00 -4.9397e-01 +3.4050e+00 +2.0494e-01
4078 4078 +1.931902853e-01 +1.403545675e+02 00000000000 +1.8010e+00 +3.6848e-01 +1.6120e+00 -1.4841e+00 -1.9624e+00 -1.9285e-01 -1.0397e+00 -4.9242e-01 +3.3961e+00 +2.0747e-01
4093 4093 +1.817249673e-01 +1.403431022e+02 00000000000 +1.7933e+00 +3.7390e-01 +1.6307e+00 -1.4578e+00 -1.9569e+00 -2.1914e-01 -1.0499e+00 -4.8793e-01 +3.3837e+00 +2.2044e-01
4154 4154 +1.574982585e-01 +1.403188755e+02 00000000000 +1.7843e+00 +3.7729e-01 +1.6531e+00 -1.4237e+00 -1.9527e+00 -2.6194e-01 -1.0663e+00 -4.8013e-01 +3.3628e+00 +2.4095e-01
4921 4921 +1.544462354e-01 +1.403158235e+02 00000000000 +1.7044e+00 +4.2357e-01 +1.7631e+00 -1.2711e+00 -1.9130e+00 -4.9945e-01 -1.1226e+00 -4.6193e-01 +3.3152e+00 +3.2328e-01
4989 4989 +1.510349167e-01 +1.403124121e+02 00000000000 +1.6999e+00 +4.2693e-01 +1.7692e+00 -1.2630e+00 -1.9103e+00 -5.1869e-01 -1.1249e+00 -4.6174e-01 +3.3131e+00 +3.2742e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.176876457659e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.522406674e+05 +2.510899700e+03 00990099099 +3.5561e+00 +1.9340e+00 +4.9212e+00 +3.8032e+00 +3.7440e+00 +4.5742e+00 -1.5299e+00 -1.5565e+00 +3.8464e+00 +3.4550e-02
4 3 +1.522406672e+05 +2.510899714e+03 00990099099 +3.5561e+00 +1.9340e+00 +4.9212e+00 +3.8032e+00 +3.7440e+00 +4.5742e+00 -1.5299e+00 -1.5565e+00 +3.8464e+00 +3.4550e-02
12 12 +7.772947074e+04 +8.001970037e+02 00990099099 +2.3059e+00 +2.8226e-01 +4.8923e+00 +3.4379e+00 +2.4495e+00 +3.5229e+00 -4.9826e+00 +5.3737e-01 +2.2479e+00 +1.6942e+00
23 23 +7.658778232e+04 +7.869182437e+02 00990099099 +2.2643e+00 +2.6885e-01 +4.8818e+00 +3.3434e+00 +2.4076e+00 +3.4855e+00 -4.9999e+00 +5.5676e-01 +2.2250e+00 +1.7341e+00
34 34 +2.298302672e+04 +1.340340505e+03 00909000000 -1.3037e+00 -6.6642e-01 +2.3838e+00 -4.3309e+00 -1.1141e+00 +1.3270e-02 -4.9869e+00 +1.4976e+00 -2.0350e-01 +4.2138e+00
45 45 +1.461991241e+04 +1.671627050e+03 00990000009 -3.2879e-01 -4.9783e+00 +2.0493e+00 -6.2366e-01 -4.6116e-01 +2.0791e+00 -4.9866e+00 +2.6214e+00 -3.3258e+00 +4.2978e+00
56 56 +1.423916173e+04 +1.671742448e+03 00990000009 -3.2805e-01 -4.9999e+00 +2.0902e+00 -5.8123e-01 -4.6089e-01 +2.0898e+00 -4.9858e+00 +2.6495e+00 -3.3647e+00 +4.2967e+00
67 67 +1.252058357e+04 +9.751686720e+02 00999000000 -6.5003e-01 -4.9940e+00 +8.7127e-01 +1.9745e-01 -9.1272e-01 +1.5889e+00 -3.6972e+00 +2.9732e+00 -4.9918e+00 +4.3109e+00
89 89 +1.118477791e+04 +1.187434645e+03 00900000000 -7.3042e-01 -4.9980e+00 +7.2483e-01 +6.7008e-01 +5.7243e-02 +7.0202e-01 -3.1938e+00 +4.9900e+00 -4.9981e+00 +4.3305e+00
101 101 +5.554704177e+03 +1.081995643e+03 00990000000 -6.8194e-01 -4.9950e+00 +1.7961e+00 +4.8436e-01 -4.1981e-01 +1.2653e+00 -3.5105e+00 +3.8818e+00 -5.0000e+00 +4.4388e+00
112 112 +2.367447644e+03 +8.278598452e+02 00990000000 -7.0867e-01 -4.4117e+00 +2.7501e+00 +8.9420e-01 -3.1819e-01 +1.6406e+00 -3.2341e+00 +4.1296e+00 -4.9993e+00 +4.5318e+00
123 123 +1.475993411e+03 +7.515303396e+02 00990000000 -7.1109e-01 -4.2195e+00 +2.9113e+00 +9.8935e-01 -3.7580e-01 +1.6537e+00 -3.2117e+00 +3.9672e+00 -4.9992e+00 +4.5003e+00
134 134 +9.594380757e+02 +6.769462017e+02 09990000000 -7.5578e-01 -4.1733e+00 +2.6281e+00 +1.3963e+00 -3.6607e-01 +1.5635e+00 -3.1596e+00 +4.1198e+00 -4.9991e+00 +4.3950e+00
