% f evaluations | g evaluations | best noise-free fitness - Fopt (1.254744344459e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.184354780e+04 +2.854120973e+02 9 +4.3909e+00 +1.8019e+00
4 4 +2.457225327e+00 +1.279316598e+02 0 +2.7163e+00 -1.3620e+00
7 7 +2.194653889e+00 +1.276690883e+02 0 +2.6872e+00 -1.3446e+00
10 10 +2.436033132e-02 +1.254987948e+02 0 +2.4604e+00 -1.2084e+00
13 13 +1.918044478e-03 +1.254763525e+02 0 +2.4552e+00 -1.2055e+00
16 16 +1.810871177e-03 +1.254762453e+02 0 +2.4495e+00 -1.2024e+00
22 22 +1.682041821e-03 +1.254761165e+02 0 +2.2792e+00 -1.1105e+00
25 25 +1.214845105e-03 +1.254756493e+02 0 +1.5941e+00 -7.4059e-01
28 28 +8.230497505e-05 +1.254745168e+02 0 -1.3030e+00 +8.2347e-01
30 29 +7.996388071e-05 +1.254745144e+02 0 -1.3030e+00 +8.2347e-01
31 31 +9.811100213e-06 +1.254744443e+02 0 -2.2252e+00 +1.3214e+00
33 32 +6.717674282e-06 +1.254744412e+02 0 -2.2252e+00 +1.3214e+00
34 34 +5.145976445e-08 +1.254744345e+02 0 -2.2307e+00 +1.3243e+00
37 37 +5.351012078e-09 +1.254744345e+02 0 -2.2288e+00 +1.3233e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.420816151307e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.392489532e+03 +6.734193548e-03 9 +4.1742e+00 -2.4331e+00
3 2 +1.392489528e+03 +6.734207773e-03 9 +4.1742e+00 -2.4331e+00
4 4 +3.743644730e-01 +2.424559796e+02 0 +6.3431e-01 -3.6169e+00
7 7 +2.304793683e-03 +2.420839199e+02 0 +6.3169e-01 -3.5995e+00
14 14 +7.315939356e-04 +2.420823467e+02 0 +5.9804e-01 -3.4963e+00
17 17 +4.190391814e-04 +2.420820342e+02 0 +5.9746e-01 -3.4945e+00
21 20 +4.156309458e-04 +2.420820308e+02 0 +5.9454e-01 -3.4855e+00
26 26 +3.721431431e-04 +2.420819873e+02 0 +5.0849e-01 -3.2217e+00
27 26 +3.703220131e-04 +2.420819855e+02 0 +5.0849e-01 -3.2217e+00
29 29 +2.177703289e-04 +2.420818329e+02 0 +1.6614e-01 -2.1718e+00
32 32 +8.980289402e-05 +2.420817049e+02 0 -9.3524e-01 +1.2057e+00
34 33 +8.910591418e-05 +2.420817042e+02 0 -9.3524e-01 +1.2057e+00
35 35 +5.137992619e-05 +2.420816665e+02 0 -9.3520e-01 +1.2056e+00
37 36 +5.066398430e-05 +2.420816658e+02 0 -9.3520e-01 +1.2056e+00
