% f evaluations | g evaluations | best noise-free fitness - Fopt (2.013435692848e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.218052844e+05 +8.506808548e+00 99999999 -3.4762e+00 -2.5245e+00
3 2 +2.218052841e+05 +8.506807943e+00 99999999 -3.4762e+00 -2.5245e+00
4 4 +1.100908901e+02 +3.114344594e+02 00000000 +2.2108e+00 -1.8272e+00
7 7 +1.093514216e+02 +3.106949909e+02 00000000 +2.2087e+00 -1.8247e+00
10 10 +7.731648654e+01 +2.786600558e+02 00000000 +1.9214e+00 -1.7388e+00
14 14 +1.338497312e+01 +2.147285424e+02 00000000 +1.4320e+00 -1.7859e+00
32 32 +4.373808991e+00 +2.051246109e+02 80000000 +1.3241e+00 -1.8207e+00
36 36 +9.748078355e-01 +2.023183771e+02 00000000 +1.3166e+00 -1.7968e+00
39 39 +1.477994134e-01 +2.014913687e+02 00000000 +1.3103e+00 -1.7959e+00
44 44 +6.936986955e-02 +2.014129392e+02 00000000 +1.3094e+00 -1.7960e+00
48 48 +4.141148908e-02 +2.013532346e+02 07000000 +1.3089e+00 -1.7960e+00
49 49 +2.565358880e-02 +2.013535287e+02 07000000 +1.3089e+00 -1.7960e+00
64 64 +1.524946341e-02 +2.013588187e+02 00000000 +1.3089e+00 -1.7960e+00
68 68 +6.349152827e-03 +2.013499184e+02 00000000 +1.3089e+00 -1.7960e+00
74 74 +3.068676413e-03 +2.013466380e+02 00000000 +1.3088e+00 -1.7960e+00
98 98 +1.619487941e-03 +2.013451888e+02 00000000 +1.3088e+00 -1.7960e+00
101 101 +5.408332594e-04 +2.013441101e+02 00000000 +1.3088e+00 -1.7960e+00
107 107 +2.476107199e-04 +2.013438169e+02 00000000 +1.3088e+00 -1.7960e+00
144 144 +2.231492724e-04 +2.013437924e+02 00000000 +1.3088e+00 -1.7960e+00
147 147 +2.351328106e-05 +2.013435928e+02 00000000 +1.3088e+00 -1.7960e+00
150 150 +2.024631840e-06 +2.013435713e+02 00000000 +1.3088e+00 -1.7960e+00
155 155 +3.915698699e-08 +2.013435693e+02 00000000 +1.3088e+00 -1.7960e+00
158 158 +1.757797463e-09 +2.013435693e+02 00000000 +1.3088e+00 -1.7960e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.534807312828e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.159649177e+04 +1.269212924e+01 90909990 -5.2631e-01 +3.2783e-01
2 1 +9.159649145e+04 +1.269212878e+01 90909990 -5.2631e-01 +3.2783e-01
4 4 +1.776766515e+03 +2.947938008e+02 09090009 -4.4611e+00 -7.9071e-02
7 7 +1.702181908e+03 +2.952406973e+02 09090009 -4.4583e+00 -7.0214e-02
10 10 +8.507905380e+02 +3.115250970e+02 09090009 -4.4632e+00 +7.1372e-02
17 17 +1.237947075e+02 +2.772754388e+02 00000000 -4.2018e+00 +2.1452e-01
20 20 +1.228255200e+02 +2.763062513e+02 00000000 -4.1961e+00 +2.1247e-01
23 23 +1.154430371e+02 +2.689237684e+02 00000000 -4.1253e+00 +2.3159e-01
28 28 +1.081057364e+02 +2.615864677e+02 00000000 -4.0540e+00 +2.6421e-01
32 32 +1.018901842e+02 +2.553709155e+02 00000000 -4.0056e+00 +2.8736e-01
37 37 +7.617392634e+01 +2.296546576e+02 00000000 -3.9206e+00 +1.6757e-01
41 41 +1.836899109e+01 +1.718497224e+02 00000000 -3.6862e+00 -2.5102e-02
48 48 +8.866192005e+00 +1.623469233e+02 00000000 -3.6336e+00 -6.7997e-02
54 54 +7.642515487e+00 +1.611232468e+02 00000000 -3.6296e+00 -7.6690e-02
100 100 +7.259110988e+00 +1.607398423e+02 00000000 -3.6237e+00 -6.6075e-02
111 111 +4.013216000e+00 +1.574939473e+02 00000000 -3.6115e+00 -8.3921e-02
120 120 +1.558974063e+00 +1.550397053e+02 00000000 -3.6001e+00 -9.3542e-02
136 136 +1.437773241e+00 +1.549185045e+02 00000000 -3.5996e+00 -9.4284e-02
151 151 +1.379095251e+00 +1.548598265e+02 00000000 -3.5991e+00 -9.4274e-02
169 169 +1.300776397e+00 +1.547815077e+02 00000000 -3.5984e+00 -9.4327e-02
181 181 +1.244847299e+00 +1.547255786e+02 00000000 -3.5981e+00 -9.4504e-02
191 191 +1.158543885e+00 +1.546392752e+02 00000000 -3.5965e+00 -9.3992e-02
195 195 +4.477909487e-01 +1.539231857e+02 06000000 -3.5937e+00 -9.7102e-02
200 200 +4.153342769e-01 +1.538960656e+02 00000000 -3.5935e+00 -9.7168e-02
507 507 +3.951043433e-01 +1.538758356e+02 00000000 -3.5934e+00 -9.7035e-02
516 516 +2.666176676e-01 +1.537002688e+02 07000000 -3.5924e+00 -9.7785e-02
520 520 +7.094823942e-02 +1.535516795e+02 00000000 -3.5916e+00 -9.8199e-02
537 537 +6.966018281e-02 +1.535503915e+02 00000000 -3.5916e+00 -9.8178e-02
552 552 +6.592316127e-02 +1.535466544e+02 00000000 -3.5915e+00 -9.8212e-02
557 557 +6.355392149e-02 +1.535442852e+02 00000000 -3.5915e+00 -9.8222e-02
573 573 +6.211073304e-02 +1.535428420e+02 00000000 -3.5915e+00 -9.8221e-02
583 583 +6.004215302e-02 +1.535407734e+02 00000000 -3.5915e+00 -9.8227e-02
606 606 +5.820481770e-02 +1.535389361e+02 00000000 -3.5915e+00 -9.8226e-02
614 614 +5.663511829e-02 +1.535373664e+02 00000000 -3.5915e+00 -9.8233e-02
