% f evaluations | g evaluations | best noise-free fitness - Fopt (1.881113235750e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.665902954e+02 +4.547016190e+02 00000000 -1.0657e+00 -4.4642e+00
4 4 +2.539488629e+02 +4.420601864e+02 00000000 -1.0892e+00 -4.4193e+00
8 8 +2.136266728e+02 +4.017379964e+02 00000000 -1.0510e+00 -4.2833e+00
12 12 +4.570205835e+01 +2.338133819e+02 00000000 -1.4308e+00 -3.4443e+00
16 16 +5.135623346e+00 +1.932469469e+02 00000000 -1.5577e+00 -3.1837e+00
19 19 +8.529166299e-01 +1.889642402e+02 00000000 -1.5806e+00 -3.1561e+00
23 23 +3.546477196e-01 +1.884659713e+02 00000000 -1.5903e+00 -3.1529e+00
26 26 +5.642925347e-02 +1.881677528e+02 00000000 -1.5976e+00 -3.1508e+00
29 29 +1.441242505e-02 +1.881257360e+02 00000000 -1.5987e+00 -3.1505e+00
32 32 +1.365900174e-03 +1.881126895e+02 00000000 -1.5991e+00 -3.1504e+00
35 35 +1.221189497e-04 +1.881114457e+02 00000000 -1.5991e+00 -3.1504e+00
39 39 +2.125724257e-05 +1.881113448e+02 00000000 -1.5991e+00 -3.1504e+00
43 43 +1.061355374e-05 +1.881113342e+02 00000000 -1.5991e+00 -3.1504e+00
46 46 +1.044714963e-05 +1.881113340e+02 00000000 -1.5991e+00 -3.1504e+00
61 61 +1.015396944e-05 +1.881113337e+02 00000000 -1.5883e+00 -3.1504e+00
64 64 +9.378411562e-06 +1.881113330e+02 00000000 -1.5452e+00 -3.1504e+00
69 69 +7.947624084e-06 +1.881113315e+02 00000000 -1.4553e+00 -3.1504e+00
76 76 +5.901668032e-06 +1.881113295e+02 00000000 -1.3791e+00 -3.1504e+00
83 83 +3.545288138e-06 +1.881113271e+02 00000000 -1.1693e+00 -3.1504e+00
88 88 +3.081266954e-06 +1.881113267e+02 00000000 -1.1451e+00 -3.1504e+00
92 92 +7.252973546e-07 +1.881113243e+02 00000000 -1.0623e+00 -3.1504e+00
97 97 +3.251464022e-07 +1.881113239e+02 00000000 -1.0403e+00 -3.1504e+00
111 111 +2.935217935e-07 +1.881113239e+02 00000000 -1.0015e+00 -3.1504e+00
114 114 +9.575512649e-08 +1.881113237e+02 00000000 -9.9836e-01 -3.1504e+00
126 126 +7.830283266e-08 +1.881113237e+02 00000000 -9.8016e-01 -3.1504e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.339514113576e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.007912904e+03 +1.241864315e+03 00000000 -3.4179e+00 -2.1355e+00
4 4 +5.364722152e+02 +6.729864683e+02 00009000 -4.2781e+00 +5.5530e-03
8 8 +4.534948739e+02 +6.517649749e+02 00009000 -3.4024e+00 +1.1014e-01
11 11 +2.556946015e+02 +4.896460129e+02 00000000 -5.4460e-01 +1.1158e+00
14 14 +1.032629140e+02 +2.631136621e+02 00009900 +1.5285e+00 +2.3654e+00
17 17 +4.858786996e+01 +2.397675308e+02 00009900 +2.1594e+00 +2.5387e+00
20 20 +3.563537043e+01 +2.345706591e+02 99090009 +2.5863e+00 +2.5757e+00
21 21 +1.774825683e+00 +2.357262370e+02 00000000 +2.5650e+00 +2.5666e+00
24 24 +3.735862754e-01 +2.343249976e+02 00000000 +2.5632e+00 +2.5771e+00
27 27 +8.914124595e-02 +2.340405526e+02 00000000 +2.5654e+00 +2.5793e+00
31 31 +2.020252563e-02 +2.339716139e+02 00000000 +2.5656e+00 +2.5798e+00
35 35 +1.002460165e-03 +2.339524138e+02 00000000 +2.5656e+00 +2.5800e+00
37 36 +9.976597494e-04 +2.339524090e+02 00000000 +2.5656e+00 +2.5800e+00
39 39 +2.596601556e-05 +2.339514275e+02 00003200 +2.5656e+00 +2.5800e+00
40 39 +2.076498973e-05 +2.339514275e+02 00003000 +2.5656e+00 +2.5800e+00
42 42 +1.705526418e-05 +2.339514284e+02 00000000 +2.5656e+00 +2.5800e+00
44 43 +1.482928343e-05 +2.339514217e+02 00003000 +2.5656e+00 +2.5800e+00
48 47 +1.254768088e-05 +2.339514213e+02 00003000 +2.5656e+00 +2.5800e+00
49 49 +5.413803905e-06 +2.339514168e+02 00000000 +2.5656e+00 +2.5800e+00
51 50 +1.555221417e-06 +2.339514117e+02 00002200 +2.5656e+00 +2.5800e+00
58 58 +1.212394238e-07 +2.339514115e+02 00000000 +2.5656e+00 +2.5800e+00
61 61 +1.060189447e-08 +2.339514114e+02 00000000 +2.5656e+00 +2.5800e+00
64 64 +7.589818551e-09 +2.339514114e+02 00000000 +2.5656e+00 +2.5800e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.198949404167e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.144772759e+03 +3.264667699e+03 00000000 +1.8713e+00 -3.5885e+00
5 5 +3.015894682e+03 +3.135789623e+03 00000000 +2.5654e+00 -3.4167e+00
