% f evaluations | g evaluations | best noise-free fitness - Fopt (1.184544337221e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.861335033e+04 +8.023806159e+01 090900909900099990909 +3.3074e+00 -4.2860e+00 -3.5728e-01 -2.9157e+00 +1.9878e+00
3 2 +3.861334995e+04 +8.023806739e+01 090900909900099990909 +3.3074e+00 -4.2860e+00 -3.5728e-01 -2.9157e+00 +1.9878e+00
7 7 +2.407523877e+04 +8.675396902e+01 090900909900099990909 +2.2858e+00 -4.0486e+00 -1.9796e+00 -2.0240e+00 +2.1408e+00
13 13 +5.540608234e+03 +1.252881156e+02 909099090099800009990 -1.0121e+00 -3.3977e+00 -3.0973e+00 -1.3567e+00 +2.3900e+00
19 19 +5.394351082e+03 +1.256548357e+02 909099090099800009990 -9.9959e-01 -3.4016e+00 -3.0980e+00 -1.3510e+00 +2.3926e+00
25 25 +5.167091646e+03 +1.266339801e+02 909099090099900009990 -8.9092e-01 -3.4301e+00 -3.1648e+00 -1.3111e+00 +2.3969e+00
31 31 +4.967419960e+03 +1.270125785e+02 909099090099900009990 -8.6567e-01 -3.4399e+00 -3.1664e+00 -1.3000e+00 +2.3996e+00
37 37 +4.863780915e+03 +1.268498916e+02 909099090099900009990 -8.5023e-01 -3.4443e+00 -3.1671e+00 -1.2928e+00 +2.4000e+00
43 43 +4.055875562e+03 +1.266213857e+02 909099090099900009990 -7.1713e-01 -3.4722e+00 -3.1710e+00 -1.2440e+00 +2.4089e+00
49 49 +3.870987982e+03 +1.271354454e+02 909099090099900009990 -6.9002e-01 -3.4779e+00 -3.1719e+00 -1.2369e+00 +2.4106e+00
55 55 +2.786370906e+03 +1.277579238e+02 900099090099900009990 -5.4861e-01 -3.5065e+00 -3.1763e+00 -1.2052e+00 +2.4207e+00
61 61 +2.675541087e+03 +1.271264564e+02 900099090099900009990 -5.3713e-01 -3.5135e+00 -3.1752e+00 -1.2001e+00 +2.4197e+00
67 67 +2.110024335e+03 +1.280687972e+02 900099090099900009990 -4.9370e-01 -3.5309e+00 -3.1724e+00 -1.1828e+00 +2.4204e+00
73 73 +2.015505684e+03 +1.278887615e+02 900099090099900009990 -4.8161e-01 -3.5368e+00 -3.1730e+00 -1.1798e+00 +2.4191e+00
79 79 +1.967099095e+03 +1.276747652e+02 900099090099900009990 -4.7553e-01 -3.5394e+00 -3.1728e+00 -1.1781e+00 +2.4188e+00
85 85 +8.822314706e+02 +1.277973346e+02 900009090099000009990 -3.4638e-01 -3.5538e+00 -3.1682e+00 -1.1341e+00 +2.4412e+00
91 91 +2.616286295e+02 +1.264173017e+02 908009090099900009000 -2.9879e-01 -3.5751e+00 -3.1679e+00 -1.0915e+00 +2.4372e+00
97 97 +1.384642548e+01 +1.284574447e+02 000000090009800000000 -2.4276e-01 -3.6068e+00 -3.1702e+00 -1.0858e+00 +2.4271e+00
