% f evaluations | g evaluations | best noise-free fitness - Fopt (6.264823701992e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.564022022e+05 +3.894399854e+03 000099999099909900090999909000909099990099900099009999099990909099 -2.3527e+00 +4.1879e+00 -1.6182e+00 +6.8626e-01 -1.6489e+00 +7.7389e-01 +1.3714e+00 +4.8017e+00 -3.0123e+00 -2.5932e+00 -4.4048e+00 +3.2498e+00 +2.6104e+00 -2.8069e+00 +1.3406e+00 +4.1814e+00 -3.4055e+00 -1.7629e-01 -1.0353e+00 -2.1995e+00
4 3 +3.564022021e+05 +3.894399854e+03 000099999099909900090999909000909099990099900099009999099990909099 -2.3527e+00 +4.1879e+00 -1.6182e+00 +6.8626e-01 -1.6489e+00 +7.7389e-01 +1.3714e+00 +4.8017e+00 -3.0123e+00 -2.5932e+00 -4.4048e+00 +3.2498e+00 +2.6104e+00 -2.8069e+00 +1.3406e+00 +4.1814e+00 -3.4055e+00 -1.7629e-01 -1.0353e+00 -2.1995e+00
22 22 +6.747502429e+04 +6.195556956e+02 900099099999999990000909909009990009999090909000009999009009909999 -2.7256e-01 -4.9541e+00 -4.1515e+00 -2.9316e-01 +1.3658e+00 -2.2885e+00 +3.1048e-01 +3.1511e+00 -4.7732e+00 -2.1133e+00 -5.7718e-01 -6.9698e-01 +2.7395e+00 -5.1929e-01 -2.1099e+00 +3.1098e+00 +1.3623e+00 -6.5301e-01 -3.0753e+00 +1.6749e+00
43 43 +5.920734113e+04 +3.997911241e+02 900099099999999990000909909009990009999090909000009999009009909999 -2.6243e-01 -4.8216e+00 -4.0829e+00 -4.3817e-01 +1.4378e+00 -2.2804e+00 +2.4623e-01 +2.8052e+00 -4.6970e+00 -2.0753e+00 -5.0760e-01 -7.6039e-01 +2.7424e+00 -4.3017e-01 -2.0433e+00 +3.1573e+00 +1.6274e+00 -7.1906e-01 -3.1340e+00 +1.7456e+00
64 64 +5.829880291e+04 +3.827573133e+02 900099099999999990000909909009990009999090909000009999009009909999 -2.6109e-01 -4.8068e+00 -4.0730e+00 -4.5705e-01 +1.4482e+00 -2.2792e+00 +2.3799e-01 +2.7969e+00 -4.6871e+00 -2.0705e+00 -4.9582e-01 -7.6861e-01 +2.7431e+00 -4.1852e-01 -2.0333e+00 +3.1624e+00 +1.6697e+00 -7.2447e-01 -3.1402e+00 +1.7568e+00
85 85 +5.752206242e+04 +3.684352143e+02 900099099999999990000909909009990009999090909000009999009009909999 -2.6002e-01 -4.7948e+00 -4.0642e+00 -4.6834e-01 +1.4574e+00 -2.2778e+00 +2.3091e-01 +2.7906e+00 -4.6791e+00 -2.0667e+00 -4.8519e-01 -7.7574e-01 +2.7438e+00 -4.0860e-01 -2.0249e+00 +3.1665e+00 +1.7068e+00 -7.2928e-01 -3.1449e+00 +1.7663e+00
106 106 +5.523453072e+04 +3.268967642e+02 900099099999999990000909909009990009999090909000009999009009909999 -2.5679e-01 -4.7655e+00 -4.0382e+00 -4.9267e-01 +1.4860e+00 -2.2710e+00 +2.0990e-01 +2.7738e+00 -4.6607e+00 -2.0565e+00 -4.5146e-01 -7.9732e-01 +2.7472e+00 -3.8065e-01 -2.0069e+00 +3.1769e+00 +1.8176e+00 -7.4520e-01 -3.1564e+00 +1.7912e+00
127 127 +5.245617154e+04 +2.789601394e+02 900099099999999990000909909009990009999090909000009999009009909999 -2.5279e-01 -4.7459e+00 -4.0054e+00 -5.0748e-01 +1.5267e+00 -2.2560e+00 +1.8311e-01 +2.7588e+00 -4.6522e+00 -2.0473e+00 -4.0299e-01 -8.2521e-01 +2.7567e+00 -3.4991e-01 -2.0052e+00 +3.1843e+00 +1.9549e+00 -7.6978e-01 -3.1636e+00 +1.8108e+00
169 169 +4.910833953e+04 +2.249801096e+02 900099099999999990000909909009990009999090909000009999009009909999 -2.4424e-01 -4.7148e+00 -3.9630e+00 -5.3200e-01 +1.5771e+00 -2.2423e+00 +1.4899e-01 +2.7431e+00 -4.6328e+00 -2.0300e+00 -3.4480e-01 -8.6005e-01 +2.7708e+00 -3.0628e-01 -2.0086e+00 +3.1943e+00 +2.1200e+00 -7.9792e-01 -3.1700e+00 +1.8357e+00
190 190 +4.835773540e+04 +2.141119858e+02 900099099999999990000909909009990009999090909000009999009009909999 -2.4343e-01 -4.7068e+00 -3.9528e+00 -5.3583e-01 +1.5885e+00 -2.2397e+00 +1.4049e-01 +2.7395e+00 -4.6277e+00 -2.0268e+00 -3.3320e-01 -8.6884e-01 +2.7731e+00 -2.9706e-01 -2.0040e+00 +3.1972e+00 +2.1520e+00 -8.0481e-01 -3.1728e+00 +1.8433e+00
