% f evaluations | g evaluations | best noise-free fitness - Fopt (3.767219189338e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.495093375e+04 +2.498860594e+04 00 +4.1447e+00 +2.6843e+00 +3.3313e-01
5 5 +2.311515722e+03 +1.080830353e+02 09 +3.4642e-02 -1.0513e+00 -3.4444e+00
9 9 +6.157109483e+01 +9.924328672e+01 00 -2.6313e-01 +8.4493e-01 -4.9062e+00
14 14 +9.563412633e+00 +4.086296238e+01 09 -4.7635e-02 +2.8090e-01 -4.8974e+00
22 22 +3.582161061e+00 +4.125435295e+01 00 -1.0724e-01 +3.2225e-01 -4.8271e+00
28 28 +3.045412452e+00 +4.071760435e+01 00 -2.0083e-01 +4.1414e-01 -4.8440e+00
40 40 +2.809173189e+00 +4.048136508e+01 00 -3.0688e-01 +5.2232e-01 -4.8380e+00
48 48 +2.478847076e+00 +4.015103897e+01 00 -3.4085e-01 +5.6263e-01 -4.8477e+00
63 63 +2.248232072e+00 +3.992042396e+01 00 -4.2174e-01 +6.7112e-01 -4.8516e+00
75 75 +2.060760801e+00 +3.973295269e+01 00 -4.9511e-01 +7.9249e-01 -4.8527e+00
86 86 +1.398554495e+00 +3.907074639e+01 00 -5.7265e-01 +9.5555e-01 -4.8658e+00
98 98 +1.253928090e+00 +3.892611998e+01 00 -6.2302e-01 +1.0862e+00 -4.8654e+00
110 110 +1.079816683e+00 +3.875200858e+01 00 -6.6777e-01 +1.2208e+00 -4.8642e+00
119 119 +9.962944340e-01 +3.866848633e+01 00 -7.5498e-01 +1.5353e+00 -4.8921e+00
248 248 +3.717592231e-01 +3.804395112e+01 00 -8.9383e-01 +1.9625e+00 -4.9997e+00
253 253 +3.166115152e-01 +3.798880341e+01 00 -9.0916e-01 +1.9966e+00 -4.9994e+00
258 258 +2.911797597e-01 +3.796337165e+01 00 -9.2575e-01 +2.0323e+00 -4.9990e+00
263 263 +2.621128318e-01 +3.793430473e+01 00 -9.4221e-01 +2.0665e+00 -4.9985e+00
267 267 +2.282004126e-01 +3.790039231e+01 00 -9.6676e-01 +2.1155e+00 -4.9968e+00
271 271 +3.907498118e-02 +3.771126687e+01 00 -9.7259e-01 +2.1251e+00 -4.9930e+00
275 275 +3.387052223e-02 +3.770606242e+01 00 -9.7726e-01 +2.1316e+00 -4.9808e+00
298 298 +2.938054723e-02 +3.770142801e+01 05 -9.9102e-01 +2.1411e+00 -4.9006e+00
510 510 +2.882362920e-02 +3.770041228e+01 05 -1.0094e+00 +2.1512e+00 -4.7806e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.299484684643e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.961523219e+04 +8.295926302e+02 99 -4.3162e+00 -3.0042e+00 -4.8798e+00
2 1 +3.961523167e+04 +8.295926025e+02 99 -4.3162e+00 -3.0042e+00 -4.8798e+00
5 5 +3.400697246e+04 +5.582688270e+02 99 -4.9966e+00 -3.0773e+00 -4.8114e+00
9 9 +2.317888909e+02 +3.047837377e+02 00 -4.6253e+00 +9.5588e-01 -3.0022e+00
13 13 +2.175665429e+02 +2.905613897e+02 00 -4.5076e+00 +1.0150e+00 -2.9759e+00
18 18 +1.667210717e+02 +2.397159186e+02 00 -4.9975e+00 +8.3418e-01 -3.4425e+00
22 22 +2.929257519e+01 +1.022874220e+02 00 -4.7646e+00 +8.3488e-01 -3.8482e+00
27 27 +8.414732108e+00 +8.140957895e+01 00 -4.9989e+00 +7.2177e-01 -4.0189e+00
32 32 +3.179056473e+00 +7.617390332e+01 00 -4.3594e+00 +1.0885e+00 -3.8216e+00
47 47 +1.978324897e+00 +7.497317174e+01 00 -3.6554e+00 +1.4952e+00 -3.6824e+00
79 79 +1.934126827e+00 +7.492897367e+01 00 -3.5563e+00 +1.5390e+00 -3.6693e+00
