% f evaluations | g evaluations | best noise-free fitness - Fopt (1.676050514046e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.161008583e+03 +3.212307497e+02 900990 -1.9486e+00 +1.4977e+00 -2.1122e+00
4 3 +5.161008433e+03 +3.212307583e+02 900990 -1.9486e+00 +1.4977e+00 -2.1122e+00
5 5 +5.062112505e+03 +3.196809719e+02 900990 -1.9071e+00 +1.4935e+00 -2.1065e+00
13 13 +4.976499367e+03 +3.140643536e+02 900990 -1.8496e+00 +1.4820e+00 -2.0853e+00
17 17 +2.074905097e+03 +2.008794476e+02 900990 -9.5403e-02 +1.1465e+00 -1.4357e+00
21 21 +7.312718813e+02 +1.825325952e+02 900900 +4.6742e-01 +9.1644e-01 -1.3326e+00
25 25 +2.583293705e+01 +1.934379885e+02 000000 +6.0896e-01 +7.6752e-01 -1.3853e+00
29 29 +2.524903997e+01 +1.928540914e+02 000000 +6.1380e-01 +7.6841e-01 -1.3819e+00
33 33 +2.099088224e+01 +1.885959336e+02 000000 +6.5128e-01 +7.7059e-01 -1.3602e+00
40 40 +1.480351093e+01 +1.824085623e+02 000000 +7.8985e-01 +7.1818e-01 -1.3318e+00
43 43 +1.049162296e+01 +1.780966744e+02 000000 +7.6502e-01 +7.6243e-01 -1.3070e+00
48 48 +3.783066221e+00 +1.713881176e+02 000000 +8.0187e-01 +7.9284e-01 -1.2580e+00
55 55 +1.698374273e+00 +1.693034257e+02 000000 +8.3917e-01 +7.8483e-01 -1.2447e+00
59 59 +3.711797958e-01 +1.679762312e+02 000000 +8.4685e-01 +7.9006e-01 -1.2359e+00
64 64 +2.579513301e-02 +1.676308465e+02 000000 +8.4674e-01 +7.9277e-01 -1.2336e+00
68 68 +5.727162467e-03 +1.676107786e+02 000000 +8.4677e-01 +7.9292e-01 -1.2335e+00
73 73 +4.202022791e-03 +1.676092534e+02 000000 +8.4288e-01 +7.9532e-01 -1.2335e+00
74 74 +2.151774426e-03 +1.676072032e+02 000000 +8.4487e-01 +7.9411e-01 -1.2335e+00
79 79 +1.776307354e-03 +1.676068277e+02 000000 +8.4664e-01 +7.9302e-01 -1.2335e+00
85 85 +1.070057869e-03 +1.676061215e+02 000000 +8.4254e-01 +7.9556e-01 -1.2335e+00
96 96 +8.069198510e-04 +1.676058583e+02 000000 +8.4235e-01 +7.9569e-01 -1.2335e+00
103 103 +7.849732886e-04 +1.676058364e+02 000000 +8.3999e-01 +7.9714e-01 -1.2335e+00
143 143 +7.699555214e-04 +1.676058214e+02 000000 +8.3894e-01 +7.9793e-01 -1.2335e+00
178 178 +6.979539376e-04 +1.676057494e+02 000000 +8.4119e-01 +8.0671e-01 -1.2335e+00
182 182 +5.978418638e-04 +1.676056305e+02 000004 +8.3970e-01 +8.1335e-01 -1.2335e+00
200 200 +5.759556343e-04 +1.676056274e+02 000000 +8.4406e-01 +8.1988e-01 -1.2335e+00
207 207 +3.527374818e-04 +1.676054041e+02 000000 +8.5010e-01 +8.6296e-01 -1.2335e+00
214 214 +2.511108423e-04 +1.676053025e+02 000000 +8.5079e-01 +8.6891e-01 -1.2335e+00
222 222 +1.860938920e-04 +1.676052375e+02 000000 +8.5130e-01 +8.7320e-01 -1.2335e+00
226 226 +1.673702560e-04 +1.676052188e+02 000000 +8.5173e-01 +8.7662e-01 -1.2335e+00
232 232 +1.435272952e-04 +1.676051949e+02 000000 +8.5221e-01 +8.8113e-01 -1.2335e+00
356 356 +1.172082375e-04 +1.676051686e+02 000000 +8.5357e-01 +8.9643e-01 -1.2336e+00
358 358 +7.025393029e-05 +1.676050640e+02 000004 +8.5559e-01 +9.1567e-01 -1.2336e+00
372 372 +6.178157292e-05 +1.676051132e+02 000000 +8.5432e-01 +9.0410e-01 -1.2336e+00
383 383 +4.992580386e-05 +1.676051013e+02 000000 +8.5467e-01 +9.0789e-01 -1.2336e+00
410 410 +1.929485313e-05 +1.676050707e+02 000000 +8.5637e-01 +9.2492e-01 -1.2336e+00
506 506 +7.375960251e-07 +1.676050521e+02 000000 +8.5748e-01 +9.3560e-01 -1.2336e+00
510 510 +3.547822018e-07 +1.676050515e+02 000002 +8.5750e-01 +9.3537e-01 -1.2336e+00
514 514 +1.014751092e-07 +1.676050515e+02 000000 +8.5749e-01 +9.3552e-01 -1.2336e+00
518 518 +7.783637557e-08 +1.676050515e+02 000000 +8.5750e-01 +9.3538e-01 -1.2336e+00
556 556 +7.743548736e-08 +1.676050515e+02 000000 +8.5751e-01 +9.3551e-01 -1.2336e+00
568 568 +6.901527172e-08 +1.676050515e+02 000000 +8.5751e-01 +9.3553e-01 -1.2336e+00
580 580 +6.304608746e-08 +1.676050515e+02 000000 +8.5751e-01 +9.3555e-01 -1.2336e+00
593 593 +5.991012131e-08 +1.676050515e+02 000000 +8.5751e-01 +9.3556e-01 -1.2336e+00
601 601 +5.792011848e-08 +1.676050515e+02 000000 +8.5751e-01 +9.3558e-01 -1.2336e+00
679 679 +5.642542078e-08 +1.676050515e+02 000000 +8.5752e-01 +9.3576e-01 -1.2336e+00
681 680 +5.393130209e-08 +1.676050515e+02 000000 +8.5752e-01 +9.3576e-01 -1.2336e+00
694 694 +4.663493769e-08 +1.676050515e+02 000000 +8.5752e-01 +9.3580e-01 -1.2336e+00
696 695 +4.421093536e-08 +1.676050514e+02 000000 +8.5752e-01 +9.3580e-01 -1.2336e+00
724 724 +4.145741173e-08 +1.676050514e+02 000000 +8.5746e-01 +9.3587e-01 -1.2336e+00
733 733 +3.184112529e-08 +1.676050514e+02 000000 +8.5748e-01 +9.3588e-01 -1.2336e+00
745 745 +2.862154247e-08 +1.676050514e+02 000000 +8.5749e-01 +9.3590e-01 -1.2336e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.930029888362e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.301816152e+03 +1.494819141e+03 000000 +3.8927e-01 +9.0064e-01 -2.6886e+00
5 5 +5.501725961e+02 +7.431755849e+02 000000 +5.6751e-01 +1.5949e+00 -5.0001e-01
10 10 +4.651636110e+02 +6.581665999e+02 000000 +8.3732e-01 +1.9549e+00 -1.5903e-01
14 14 +3.444166814e+02 +2.716975457e+02 000009 -1.6951e+00 +3.4608e+00 +1.6635e+00
