% f evaluations | g evaluations | best noise-free fitness - Fopt (2.261428819200e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.756757855e+04 +4.373398119e+02 9 -4.7351e-01 -3.8351e+00 -4.5766e+00 +4.9754e+00 +7.6203e-01 -8.2534e-01 +2.9965e+00 -1.4046e+00 +7.1142e-01 +4.4674e+00 +7.3575e-01 -4.3035e+00 -3.4481e+00 +2.6412e+00 -4.5526e+00 +2.4716e+00 -4.5250e+00 -3.1045e+00 +4.1755e+00 -4.8150e+00
10 9 +6.756757854e+04 +4.373398120e+02 9 -4.7351e-01 -3.8351e+00 -4.5766e+00 +4.9754e+00 +7.6203e-01 -8.2534e-01 +2.9965e+00 -1.4046e+00 +7.1142e-01 +4.4674e+00 +7.3575e-01 -4.3035e+00 -3.4481e+00 +2.6412e+00 -4.5526e+00 +2.4716e+00 -4.5250e+00 -3.1045e+00 +4.1755e+00 -4.8150e+00
22 22 +2.039493791e+04 +2.221591430e+02 9 -1.5479e-01 -8.4569e-01 -1.4758e+00 +4.9370e+00 -3.6445e+00 +3.8373e-01 -5.4577e-01 +5.4015e-01 -2.5488e+00 -3.7945e+00 -4.9713e+00 +3.1971e+00 +2.7069e+00 -3.5524e-01 +2.6742e+00 +3.3917e+00 -5.5778e-01 -4.1096e+00 +1.9416e+00 -2.4742e+00
43 43 +2.685621770e+01 +2.529990996e+02 0 +6.5226e-01 -1.2732e+00 +1.3633e-01 +4.8089e+00 -2.1316e+00 +5.5658e-01 +8.8811e-02 -1.6678e-01 -1.0077e+00 -2.7829e+00 -4.3835e+00 +1.3282e+00 -5.5033e-02 -1.5482e-03 +4.9048e+00 +2.6529e+00 +4.9667e-01 -3.8741e+00 +2.6077e+00 +4.9026e+00
64 64 +7.689901027e+00 +2.338327829e+02 0 +5.8903e-01 -8.1835e-01 -4.7481e-01 +4.2765e+00 -2.7981e+00 +7.2398e-01 -5.2618e-01 +2.4064e-01 -1.6302e+00 -2.6800e+00 -3.3000e+00 +2.0009e+00 +1.1262e+00 -5.0630e-01 +3.8917e+00 +2.5675e+00 +6.3396e-02 -3.7467e+00 +2.2917e+00 +2.2084e+00
85 85 +1.844986649e+00 +2.279878686e+02 0 +2.8579e-01 -1.2358e+00 -5.3615e-01 +2.8067e+00 -2.5790e+00 +4.1539e-01 +1.8800e-03 +3.2295e-02 -1.5126e+00 -3.1046e+00 -4.5583e+00 +1.8853e+00 +8.2700e-01 +6.1963e-03 +3.8369e+00 +2.9016e+00 +2.3389e-02 -3.8743e+00 +2.4109e+00 +7.9670e-01
106 106 +1.529053170e+00 +2.276719351e+02 0 +1.8589e-01 -1.1434e+00 -8.4404e-01 +9.9288e-01 -2.6997e+00 +4.1240e-01 -1.3458e-01 +1.5644e-01 -1.7004e+00 -3.0708e+00 -3.3636e+00 +2.1008e+00 +1.2365e+00 -8.6536e-02 +3.5201e+00 +2.9427e+00 -2.1726e-01 -3.9270e+00 +2.3195e+00 +1.9265e+00
127 127 +1.066540849e-01 +2.262495360e+02 0 +2.5234e-01 -1.1506e+00 -7.2227e-01 +1.9182e+00 -2.6647e+00 +4.3829e-01 -1.1812e-01 +1.2045e-01 -1.6308e+00 -3.0303e+00 -3.8031e+00 +2.0062e+00 +1.0823e+00 -8.7717e-02 +3.6122e+00 +2.8870e+00 -1.2531e-01 -3.8916e+00 +2.3495e+00 +1.3478e+00
148 148 +2.182974199e-03 +2.261450649e+02 0 +2.5836e-01 -1.1595e+00 -7.3532e-01 +1.9266e+00 -2.6935e+00 +4.4422e-01 -1.2048e-01 +1.2096e-01 -1.6418e+00 -3.0413e+00 -3.8587e+00 +2.0124e+00 +1.0870e+00 -9.0603e-02 +3.6560e+00 +2.9205e+00 -1.3561e-01 -3.9528e+00 +2.3763e+00 +1.3604e+00
169 169 +3.053202116e-04 +2.261431872e+02 0 +2.5125e-01 -1.1564e+00 -7.2070e-01 +1.9268e+00 -2.6788e+00 +4.3789e-01 -1.1578e-01 +1.1977e-01 -1.6371e+00 -3.0563e+00 -3.8581e+00 +2.0182e+00 +1.0868e+00 -8.5210e-02 +3.6488e+00 +2.9076e+00 -1.2142e-01 -3.9256e+00 +2.3595e+00 +1.3597e+00
190 190 +2.030121180e-04 +2.261430849e+02 0 +2.5298e-01 -1.1569e+00 -7.2422e-01 +1.9263e+00 -2.6809e+00 +4.3933e-01 -1.1682e-01 +1.1997e-01 -1.6376e+00 -3.0508e+00 -3.8525e+00 +2.0157e+00 +1.0862e+00 -8.6460e-02 +3.6468e+00 +2.9089e+00 -1.2505e-01 -3.9271e+00 +2.3627e+00 +1.3581e+00
