% f evaluations | g evaluations | best noise-free fitness - Fopt (3.333004114475e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.414964273e+04 +3.994377226e+03 90 +4.2452e-01 +2.4386e+00 +4.2171e+00 +1.6568e+00 -6.3912e-02 -3.5026e+00 -2.5996e+00 +4.7422e+00 +4.0336e+00 +2.1550e+00
3 2 +2.414964265e+04 +3.994377231e+03 90 +4.2452e-01 +2.4386e+00 +4.2171e+00 +1.6568e+00 -6.3912e-02 -3.5026e+00 -2.5996e+00 +4.7422e+00 +4.0336e+00 +2.1550e+00
12 12 +2.923743557e+03 +3.257043968e+03 00 +1.0912e+00 +4.9324e+00 -4.9539e+00 +3.3310e+00 +1.1232e+00 -2.4900e+00 +9.8479e-01 +1.0552e+00 +4.7448e+00 -2.9523e+00
23 23 +2.803109075e+03 +3.136409486e+03 00 +1.6215e+00 +4.9997e+00 -4.8829e+00 +3.0610e+00 +1.4402e+00 -2.9642e+00 +1.4654e+00 +4.2735e-01 +4.3112e+00 -2.5517e+00
35 35 +2.632830544e+03 +2.966130955e+03 00 +1.5267e+00 +4.9582e+00 -1.0919e+00 +2.1449e+00 +1.6227e+00 -2.7167e+00 +1.9993e+00 +2.3164e+00 +4.6539e+00 -7.3653e-01
47 47 +2.604391879e+03 +2.937692290e+03 00 +1.2550e+00 +4.9270e+00 -3.0362e+00 +2.7876e+00 +1.4522e+00 -2.4717e+00 +2.0784e+00 +7.7370e-01 +4.4482e+00 -1.3429e+00
85 85 +2.564479315e+03 +2.897779727e+03 00 +1.2075e+00 +4.9323e+00 -2.3226e+00 +2.6930e+00 +1.3797e+00 -2.4518e+00 +2.1969e+00 +1.5860e+00 +4.4061e+00 -1.2617e+00
120 120 +2.293698925e+03 +2.626999337e+03 00 +5.9958e-01 +4.9277e+00 -4.9879e+00 +2.2483e+00 +1.2505e+00 -1.5552e+00 +2.1979e+00 -7.1052e-01 +3.9158e+00 -2.0352e+00
131 131 +8.527616429e+02 +1.186062054e+03 00 -2.3119e-01 +1.4119e+00 -3.0083e+00 -8.3703e-01 +4.9813e+00 +6.5237e-01 +2.6663e+00 +3.6480e+00 +3.1724e+00 -3.2375e+00
143 143 +7.491606236e+02 +1.082461035e+03 00 +3.1118e-01 +2.3838e+00 -3.9598e+00 +2.3855e-02 +4.9539e+00 +2.8153e+00 +1.7887e+00 +2.5802e+00 +2.8391e+00 -3.3944e+00
154 154 +5.097889311e+02 +8.430893425e+02 00 -1.8955e+00 +1.0898e+00 -2.9985e+00 -3.2857e+00 +2.0760e+00 +2.2703e+00 +3.1819e+00 +5.2805e-01 +3.2922e+00 -1.5492e+00
166 166 +4.817150728e+02 +8.150154843e+02 00 -1.3157e+00 +1.3996e+00 -2.4067e+00 -1.9257e+00 +2.6424e+00 +2.6906e+00 +2.1291e+00 +2.7528e+00 +2.6458e+00 -2.1927e+00
179 179 +4.576516024e+02 +7.909520138e+02 00 -1.8941e+00 +1.1315e+00 -2.8669e+00 -2.4250e+00 +2.1871e+00 +2.5241e+00 +2.8432e+00 +1.5310e+00 +2.9686e+00 -1.9504e+00
192 192 +4.335097315e+02 +7.668101429e+02 00 -5.3711e-01 -3.9371e-01 -3.1567e+00 -1.3897e+00 +1.7709e+00 +2.6714e+00 +2.7982e+00 +2.3562e+00 +2.8331e+00 -2.5507e+00
204 204 +3.784594174e+02 +7.117598288e+02 00 -2.7028e+00 -5.4162e-01 -4.0737e+00 -1.0269e+00 +2.2183e+00 +1.7822e+00 +2.5348e+00 +1.7308e+00 +2.3095e+00 -2.7960e+00
215 215 +2.033560883e+02 +5.366564998e+02 00 -1.8907e+00 -2.0761e-01 -2.6277e+00 -2.3800e+00 +3.8948e+00 +2.8992e+00 +2.9599e+00 +1.5489e+00 +2.5026e+00 -1.8362e+00
227 227 +1.150310888e+02 +4.483315002e+02 00 -1.2737e+00 -1.3108e+00 -2.2386e+00 -2.1871e+00 +3.7873e+00 +2.8962e+00 +2.5458e+00 +2.5108e+00 +1.7765e+00 -1.9561e+00
238 238 +8.152435225e+01 +4.148247637e+02 00 -9.4894e-01 -2.1750e+00 -2.7274e+00 -2.8169e+00 +3.2520e+00 +2.1413e+00 +2.5504e+00 +1.1777e+00 +1.6841e+00 -1.5182e+00
249 249 +3.360699418e+01 +3.669074056e+02 00 -1.1720e+00 -1.3474e+00 -2.6997e+00 -2.7526e+00 +4.2502e+00 +2.7823e+00 +2.2136e+00 +1.2164e+00 +1.4686e+00 -1.5998e+00
260 260 +3.116312219e+01 +3.644635336e+02 00 -1.0449e+00 -1.3588e+00 -2.6110e+00 -2.7478e+00 +4.4906e+00 +2.7065e+00 +2.0294e+00 +1.3249e+00 +1.4817e+00 -1.5703e+00
272 272 +2.259514727e+01 +3.558955587e+02 00 -1.0738e+00 -1.2081e+00 -2.6157e+00 -2.5271e+00 +4.5654e+00 +2.9902e+00 +1.8000e+00 +1.3720e+00 +1.4124e+00 -1.5987e+00
285 285 +1.253753361e+01 +3.458379451e+02 00 -1.0791e+00 -1.0086e+00 -2.5594e+00 -2.0946e+00 +4.5732e+00 +3.4924e+00 +1.4533e+00 +1.3639e+00 +1.2373e+00 -1.5593e+00
296 296 +1.081314814e+01 +3.441135596e+02 00 -1.0699e+00 -1.0352e+00 -2.5148e+00 -1.9740e+00 +4.5555e+00 +3.4866e+00 +1.4216e+00 +1.2902e+00 +1.1131e+00 -1.4935e+00
307 307 +8.878179696e+00 +3.421785911e+02 00 -1.0080e+00 -1.1440e+00 -2.4119e+00 -1.8492e+00 +4.4791e+00 +3.3781e+00 +1.5129e+00 +1.1360e+00 +8.5650e-01 -1.3693e+00
