% f evaluations | g evaluations | best noise-free fitness - Fopt (4.439364692924e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.987268266e+05 +2.971892624e+03 00009990099000909099090999 +1.4985e+00 +4.6203e-01 +2.6915e+00 +2.7706e+00 +2.4431e-01 -4.7243e-02 -5.7647e-01 +6.4368e-01 +2.7328e-01 -6.5791e-01 +2.2892e+00 +2.0944e+00 -4.1545e-01 +3.3695e+00 +4.8880e+00 -4.4798e+00 +1.7481e+00 +1.4795e+00 -2.4191e+00 -6.3383e-01
2 1 +1.987268266e+05 +2.971892624e+03 00009990099000909099090999 +1.4985e+00 +4.6203e-01 +2.6915e+00 +2.7706e+00 +2.4431e-01 -4.7243e-02 -5.7647e-01 +6.4368e-01 +2.7328e-01 -6.5791e-01 +2.2892e+00 +2.0944e+00 -4.1545e-01 +3.3695e+00 +4.8880e+00 -4.4798e+00 +1.7481e+00 +1.4795e+00 -2.4191e+00 -6.3383e-01
22 22 +1.723249450e+05 +2.306128276e+03 00009990099000909999090999 +2.8103e+00 +4.4440e+00 +2.0023e+00 +2.7273e+00 +2.7780e-02 +1.9391e+00 +3.1135e+00 +9.7314e-01 -1.4900e+00 -1.2696e+00 +2.6243e+00 -2.1097e+00 +7.6901e-01 +4.9918e+00 +3.5087e+00 -3.4623e+00 +5.9983e-01 +1.6285e+00 -2.5061e-01 +2.6726e+00
43 43 +1.274466130e+05 +1.702704634e+03 00009990099000909999090999 +2.8283e+00 +4.3016e+00 +1.4120e+00 +2.3669e+00 +2.9746e-01 +1.4978e+00 +3.5132e+00 +7.2759e-01 -1.9467e+00 -3.1858e-02 +1.4607e+00 -9.7897e-01 +1.1068e+00 +4.8841e+00 +2.7360e+00 -2.7497e+00 -4.0034e-01 +1.1312e+00 +1.9718e+00 +1.9793e+00
64 64 +1.233773932e+05 +1.705804148e+03 09009990099000909999090999 +3.0062e+00 +4.4293e+00 +1.3741e+00 +2.3851e+00 +3.8272e-01 +1.4983e+00 +3.7577e+00 +7.0903e-01 -2.0974e+00 +6.0900e-02 +1.2881e+00 -1.0552e+00 +1.1696e+00 +4.9994e+00 +2.6401e+00 -2.6791e+00 -7.8070e-01 +1.1395e+00 +2.3102e+00 +2.0009e+00
106 106 +1.155752966e+05 +1.736156176e+03 09009990099000909999090999 +3.3141e+00 +4.9972e+00 +8.2143e-01 +2.4253e+00 +2.9895e-01 +1.7242e+00 +3.7319e+00 +6.5589e-01 -2.7151e+00 +3.1921e-01 +6.4755e-01 -1.7731e+00 +1.0360e+00 +4.9924e+00 +2.5239e+00 -2.7198e+00 -1.3215e+00 +1.2418e+00 +2.8242e+00 +1.9148e+00
127 127 +1.141394187e+05 +1.736315848e+03 09009990099000909999090999 +3.3569e+00 +5.0000e+00 +8.1205e-01 +2.4003e+00 +2.7738e-01 +1.7356e+00 +3.7190e+00 +6.0755e-01 -2.7758e+00 +3.7017e-01 +5.4722e-01 -1.7801e+00 +1.0405e+00 +4.9926e+00 +2.5194e+00 -2.7376e+00 -1.4066e+00 +1.2385e+00 +2.8863e+00 +1.8869e+00
148 148 +9.663315481e+04 +1.779319781e+03 09009990099000909999090999 +3.9215e+00 +4.9997e+00 +1.0332e+00 +2.1252e+00 +4.9119e-02 +1.8623e+00 +3.7378e+00 +1.5530e-02 -3.3831e+00 +8.8217e-01 -5.5830e-01 -1.7957e+00 +1.2996e+00 +4.9987e+00 +2.4593e+00 -2.8793e+00 -2.3709e+00 +1.1564e+00 +3.6248e+00 +1.5811e+00
169 169 +7.922551011e+04 +1.667762177e+03 09909990099000909999090999 +3.5248e+00 +4.9995e+00 +2.0984e+00 +2.6106e+00 -3.4918e-01 +8.7286e-01 +2.2599e+00 -6.5392e-01 -3.9695e+00 +1.5285e-01 -1.6152e+00 +4.8062e-01 +2.8091e+00 +4.9993e+00 +2.4050e+00 -2.6144e+00 +1.2579e+00 +5.2476e-01 +2.9641e+00 +1.2832e+00
190 190 +6.667456352e+04 +1.679665451e+03 09909990090000909999090999 +3.7492e+00 +4.9994e+00 +2.7868e+00 +1.9249e+00 -1.2800e+00 +1.5932e+00 +2.0551e+00 -1.5268e+00 -4.9948e+00 -1.5982e-01 -2.0469e+00 +5.7763e-01 +3.4459e+00 +4.9995e+00 +2.3042e+00 -2.7578e+00 +1.5343e+00 +2.2317e-01 +3.5124e+00 +1.0457e+00
