% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.728622579200e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.047056003e+04 -1.699879807e+02 909999 -3.3506e+00 +1.7571e-01 -3.3339e+00 -3.6037e+00 -4.9480e-01 -8.5439e-01 -2.0082e+00 +5.0626e-02 -4.9257e+00 -2.0781e+00 -4.6186e+00 +1.2259e+00 -4.2811e+00 -3.4581e+00 -3.6975e+00 -9.4107e-01 +5.8313e-01 +2.5895e+00 -4.6066e+00 +1.9689e+00
2 1 +7.047055976e+04 -1.699879803e+02 909999 -3.3506e+00 +1.7571e-01 -3.3339e+00 -3.6037e+00 -4.9480e-01 -8.5439e-01 -2.0082e+00 +5.0626e-02 -4.9257e+00 -2.0781e+00 -4.6186e+00 +1.2259e+00 -4.2811e+00 -3.4581e+00 -3.6975e+00 -9.4107e-01 +5.8313e-01 +2.5895e+00 -4.6066e+00 +1.9689e+00
22 22 +1.513969132e+04 -3.020216617e+02 909999 -1.6450e+00 +2.8164e+00 +3.8946e+00 +4.0352e+00 +4.3480e+00 +4.6418e+00 +3.5887e+00 +3.5700e+00 -4.1663e+00 +1.0309e-01 -3.5371e+00 -4.9689e+00 +7.9155e-01 -2.4639e+00 -1.2900e+00 -4.8746e+00 -3.7583e-01 +1.8253e+00 -4.7198e+00 +4.8400e-01
43 43 +3.158715476e+01 -3.412751032e+02 000000 -5.0699e-01 -5.1425e-02 +1.9521e+00 -6.9958e-01 +2.9152e+00 +2.5053e+00 +4.6457e+00 +3.0029e+00 +3.1355e+00 +5.0709e-01 -6.1609e-01 -4.4798e+00 -1.0631e+00 -3.5718e+00 -2.4692e+00 -4.1767e+00 -4.4240e-01 +4.1649e+00 -2.5048e+00 +3.9296e+00
64 64 +1.131123334e+01 -3.615510246e+02 000000 -1.4931e+00 +9.2567e-01 +2.4304e+00 +1.9297e-02 +2.6517e+00 +2.2398e+00 +3.1122e+00 +3.1046e+00 +7.6222e-02 +2.2139e-02 -2.2882e+00 -3.7755e+00 +2.7827e-01 -3.2601e+00 -2.3345e+00 -3.7237e+00 -8.0394e-02 +2.4621e+00 -2.9724e+00 +3.4700e+00
85 85 +1.078954268e+01 -3.620727152e+02 000000 -1.3015e+00 +1.0726e+00 +2.4917e+00 +1.8295e-01 +2.7001e+00 +2.6430e+00 +2.9239e+00 +3.1314e+00 +1.0246e-01 +1.8706e-01 -1.7844e+00 -4.0491e+00 -3.3867e-02 -3.3929e+00 -2.0990e+00 -4.1248e+00 -3.3109e-01 +2.5682e+00 -3.1770e+00 +3.2671e+00
106 106 +3.394799732e+00 -3.694674582e+02 000000 -1.7904e+00 +1.5742e+00 +2.3892e+00 +4.3971e-01 +2.5716e+00 +2.3547e+00 +2.9368e+00 +2.9157e+00 +9.2568e-01 +1.1549e-01 -2.3277e+00 -3.9218e+00 +2.5503e-02 -3.1569e+00 -1.8260e+00 -3.9408e+00 -2.7254e-01 +2.7341e+00 -2.9598e+00 +2.6719e+00
127 127 +1.780345274e+00 -3.710819126e+02 000000 -1.7001e+00 +2.1314e+00 +2.5512e+00 +2.6746e-01 +2.3208e+00 +2.0798e+00 +2.5264e+00 +2.9276e+00 +1.4092e+00 -8.6749e-03 -2.3634e+00 -3.9885e+00 +6.2677e-02 -2.7665e+00 -1.5630e+00 -3.7171e+00 -3.4597e-01 +2.7524e+00 -3.0470e+00 +2.2739e+00
148 148 +4.805598766e-01 -3.723816980e+02 000000 -2.1785e+00 +2.2136e+00 +2.3798e+00 +5.6436e-01 +2.2758e+00 +2.1455e+00 +2.5857e+00 +2.7618e+00 +1.6698e+00 +8.2307e-02 -2.5337e+00 -3.8900e+00 +7.8086e-02 -3.0239e+00 -1.4271e+00 -3.8975e+00 -3.5344e-01 +2.7718e+00 -2.8698e+00 +2.1325e+00
169 169 +1.400866617e-01 -3.727221713e+02 000000 -2.1882e+00 +2.2677e+00 +2.3443e+00 +6.4161e-01 +2.3162e+00 +2.1669e+00 +2.5817e+00 +2.7069e+00 +1.7346e+00 +3.3699e-02 -2.6688e+00 -3.8737e+00 -3.2637e-02 -2.9285e+00 -1.4440e+00 -3.9141e+00 -3.3431e-01 +2.8941e+00 -2.8637e+00 +1.9551e+00
190 190 +3.281643522e-02 -3.728294415e+02 000000 -2.2758e+00 +2.2760e+00 +2.2663e+00 +6.7994e-01 +2.2947e+00 +2.1707e+00 +2.5458e+00 +2.6424e+00 +1.7696e+00 +6.5478e-02 -2.6792e+00 -3.8085e+00 -7.8633e-02 -2.9517e+00 -1.3904e+00 -3.8993e+00 -3.4437e-01 +2.8963e+00 -2.8487e+00 +1.9015e+00
211 211 +9.768697076e-03 -3.728524892e+02 000000 -2.3095e+00 +2.2972e+00 +2.2448e+00 +6.9669e-01 +2.2946e+00 +2.1657e+00 +2.5526e+00 +2.6320e+00 +1.7884e+00 +4.4790e-02 -2.7315e+00 -3.8150e+00 -1.1063e-01 -2.9732e+00 -1.4068e+00 -3.9352e+00 -3.3912e-01 +2.9316e+00 -2.8417e+00 +1.8613e+00
232 232 +2.605133461e-03 -3.728596528e+02 000000 -2.3209e+00 +2.2926e+00 +2.2316e+00 +7.2127e-01 +2.3035e+00 +2.1769e+00 +2.5550e+00 +2.6105e+00 +1.7976e+00 +6.0788e-02 -2.7339e+00 -3.7924e+00 -1.1991e-01 -2.9518e+00 -1.3860e+00 -3.9158e+00 -3.3925e-01 +2.9375e+00 -2.8317e+00 +1.8391e+00
253 253 +1.084284647e-03 -3.728611736e+02 000000 -2.3300e+00 +2.2993e+00 +2.2241e+00 +7.1897e-01 +2.2973e+00 +2.1730e+00 +2.5461e+00 +2.6072e+00 +1.7999e+00 +5.6266e-02 -2.7410e+00 -3.7906e+00 -1.2787e-01 -2.9599e+00 -1.3873e+00 -3.9225e+00 -3.3983e-01 +2.9405e+00 -2.8329e+00 +1.8325e+00
274 274 +7.636664062e-04 -3.728614943e+02 000000 -2.3328e+00 +2.3013e+00 +2.2230e+00 +7.2171e-01 +2.2975e+00 +2.1727e+00 +2.5477e+00 +2.6058e+00 +1.8035e+00 +5.6703e-02 -2.7434e+00 -3.7905e+00 -1.2852e-01 -2.9592e+00 -1.3855e+00 -3.9225e+00 -3.3989e-01 +2.9423e+00 -2.8317e+00 +1.8286e+00
295 295 +2.229453606e-04 -3.728620350e+02 000000 -2.3360e+00 +2.3008e+00 +2.2191e+00 +7.2430e-01 +2.2984e+00 +2.1739e+00 +2.5467e+00 +2.6026e+00 +1.8032e+00 +5.7004e-02 -2.7465e+00 -3.7874e+00 -1.3311e-01 -2.9598e+00 -1.3853e+00 -3.9230e+00 -3.3952e-01 +2.9446e+00 -2.8306e+00 +1.8250e+00
316 316 +1.511108706e-04 -3.728621068e+02 000000 -2.3374e+00 +2.3008e+00 +2.2177e+00 +7.2517e-01 +2.2980e+00 +2.1740e+00 +2.5473e+00 +2.6015e+00 +1.8036e+00 +5.7119e-02 -2.7473e+00 -3.7869e+00 -1.3371e-01 -2.9599e+00 -1.3850e+00 -3.9235e+00 -3.3958e-01 +2.9455e+00 -2.8307e+00 +1.8236e+00
337 337 +1.387563352e-04 -3.728621192e+02 000000 -2.3376e+00 +2.3010e+00 +2.2178e+00 +7.2542e-01 +2.2986e+00 +2.1741e+00 +2.5469e+00 +2.6016e+00 +1.8038e+00 +5.7228e-02 -2.7476e+00 -3.7866e+00 -1.3441e-01 -2.9603e+00 -1.3849e+00 -3.9232e+00 -3.3949e-01 +2.9454e+00 -2.8302e+00 +1.8235e+00
379 379 +2.493114329e-05 -3.728622330e+02 000000 -2.3392e+00 +2.3004e+00 +2.2156e+00 +7.2666e-01 +2.2987e+00 +2.1746e+00 +2.5470e+00 +2.5999e+00 +1.8034e+00 +5.7377e-02 -2.7490e+00 -3.7853e+00 -1.3629e-01 -2.9604e+00 -1.3849e+00 -3.9237e+00 -3.3936e-01 +2.9468e+00 -2.8300e+00 +1.8217e+00
400 400 +6.492619661e-06 -3.728622514e+02 000000 -2.3400e+00 +2.3002e+00 +2.2146e+00 +7.2734e-01 +2.2990e+00 +2.1749e+00 +2.5472e+00 +2.5992e+00 +1.8033e+00 +5.7478e-02 -2.7497e+00 -3.7847e+00 -1.3733e-01 -2.9606e+00 -1.3848e+00 -3.9238e+00 -3.3927e-01 +2.9474e+00 -2.8298e+00 +1.8209e+00
407 406 +6.447860017e-06 -3.728622515e+02 000000 -2.3400e+00 +2.3002e+00 +2.2146e+00 +7.2734e-01 +2.2990e+00 +2.1749e+00 +2.5472e+00 +2.5992e+00 +1.8033e+00 +5.7478e-02 -2.7497e+00 -3.7847e+00 -1.3733e-01 -2.9606e+00 -1.3848e+00 -3.9238e+00 -3.3927e-01 +2.9474e+00 -2.8298e+00 +1.8209e+00
421 421 +1.784724418e-06 -3.728622561e+02 000000 -2.3404e+00 +2.3001e+00 +2.2141e+00 +7.2764e-01 +2.2991e+00 +2.1750e+00 +2.5472e+00 +2.5988e+00 +1.8033e+00 +5.7573e-02 -2.7500e+00 -3.7844e+00 -1.3783e-01 -2.9607e+00 -1.3848e+00 -3.9239e+00 -3.3926e-01 +2.9477e+00 -2.8297e+00 +1.8204e+00
428 427 +1.739963920e-06 -3.728622562e+02 000000 -2.3404e+00 +2.3001e+00 +2.2141e+00 +7.2764e-01 +2.2991e+00 +2.1750e+00 +2.5472e+00 +2.5988e+00 +1.8033e+00 +5.7573e-02 -2.7500e+00 -3.7844e+00 -1.3783e-01 -2.9607e+00 -1.3848e+00 -3.9239e+00 -3.3926e-01 +2.9477e+00 -2.8297e+00 +1.8204e+00
442 442 +6.175084195e-07 -3.728622573e+02 000000 -2.3406e+00 +2.3001e+00 +2.2139e+00 +7.2784e-01 +2.2991e+00 +2.1751e+00 +2.5472e+00 +2.5986e+00 +1.8032e+00 +5.7519e-02 -2.7502e+00 -3.7842e+00 -1.3812e-01 -2.9607e+00 -1.3848e+00 -3.9239e+00 -3.3919e-01 +2.9478e+00 -2.8297e+00 +1.8203e+00
449 448 +5.727510484e-07 -3.728622573e+02 000000 -2.3406e+00 +2.3001e+00 +2.2139e+00 +7.2784e-01 +2.2991e+00 +2.1751e+00 +2.5472e+00 +2.5986e+00 +1.8032e+00 +5.7519e-02 -2.7502e+00 -3.7842e+00 -1.3812e-01 -2.9607e+00 -1.3848e+00 -3.9239e+00 -3.3919e-01 +2.9478e+00 -2.8297e+00 +1.8203e+00
463 463 +3.296284490e-07 -3.728622576e+02 000000 -2.3406e+00 +2.3000e+00 +2.2138e+00 +7.2784e-01 +2.2992e+00 +2.1751e+00 +2.5472e+00 +2.5986e+00 +1.8032e+00 +5.7642e-02 -2.7503e+00 -3.7841e+00 -1.3816e-01 -2.9608e+00 -1.3848e+00 -3.9240e+00 -3.3926e-01 +2.9479e+00 -2.8296e+00 +1.8201e+00
470 469 +2.848685199e-07 -3.728622576e+02 000000 -2.3406e+00 +2.3000e+00 +2.2138e+00 +7.2784e-01 +2.2992e+00 +2.1751e+00 +2.5472e+00 +2.5986e+00 +1.8032e+00 +5.7642e-02 -2.7503e+00 -3.7841e+00 -1.3816e-01 -2.9608e+00 -1.3848e+00 -3.9240e+00 -3.3926e-01 +2.9479e+00 -2.8296e+00 +1.8201e+00
484 484 +2.766278726e-07 -3.728622576e+02 000000 -2.3407e+00 +2.3000e+00 +2.2138e+00 +7.2788e-01 +2.2992e+00 +2.1752e+00 +2.5472e+00 +2.5985e+00 +1.8032e+00 +5.7574e-02 -2.7503e+00 -3.7841e+00 -1.3821e-01 -2.9608e+00 -1.3848e+00 -3.9240e+00 -3.3921e-01 +2.9479e+00 -2.8296e+00 +1.8202e+00
491 490 +2.318695351e-07 -3.728622577e+02 000000 -2.3407e+00 +2.3000e+00 +2.2138e+00 +7.2788e-01 +2.2992e+00 +2.1752e+00 +2.5472e+00 +2.5985e+00 +1.8032e+00 +5.7574e-02 -2.7503e+00 -3.7841e+00 -1.3821e-01 -2.9608e+00 -1.3848e+00 -3.9240e+00 -3.3921e-01 +2.9479e+00 -2.8296e+00 +1.8202e+00
1533 1532 +2.198973448e-07 -3.728622577e+02 000000 -2.3407e+00 +2.3000e+00 +2.2137e+00 +7.2783e-01 +2.2991e+00 +2.1751e+00 +2.5472e+00 +2.5985e+00 +1.8032e+00 +5.7578e-02 -2.7502e+00 -3.7841e+00 -1.3820e-01 -2.9608e+00 -1.3848e+00 -3.9240e+00 -3.3917e-01 +2.9479e+00 -2.8296e+00 +1.8201e+00
1554 1553 +1.819329896e-07 -3.728622577e+02 000000 -2.3407e+00 +2.3000e+00 +2.2137e+00 +7.2786e-01 +2.2992e+00 +2.1751e+00 +2.5472e+00 +2.5985e+00 +1.8032e+00 +5.7552e-02 -2.7503e+00 -3.7841e+00 -1.3821e-01 -2.9608e+00 -1.3848e+00 -3.9240e+00 -3.3920e-01 +2.9479e+00 -2.8296e+00 +1.8201e+00
2234 2234 +1.248994863e-07 -3.728622578e+02 000000 -2.3407e+00 +2.3000e+00 +2.2137e+00 +7.2794e-01 +2.2992e+00 +2.1751e+00 +2.5472e+00 +2.5985e+00 +1.8032e+00 +5.7583e-02 -2.7503e+00 -3.7841e+00 -1.3828e-01 -2.9608e+00 -1.3848e+00 -3.9240e+00 -3.3926e-01 +2.9479e+00 -2.8296e+00 +1.8201e+00
