% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.278800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.722357089e+01 -2.706564291e+02 00 -2.3265e+00 -2.7048e-01
4 4 +4.259014040e+01 -2.852898596e+02 00 -2.6218e+00 +1.2242e+00
13 13 +2.988831325e+01 -2.979916867e+02 00 -1.3706e+00 +1.0231e+00
18 18 +1.996259301e+01 -3.079174070e+02 00 -2.2817e+00 +4.9798e+00
125 125 +1.961485189e+01 -3.082651481e+02 00 -2.1979e+00 +2.2472e+00
131 131 +1.936815475e+01 -3.085118452e+02 00 -2.1456e+00 +2.2451e+00
134 134 +1.885358627e+01 -3.090264137e+02 00 -2.1531e+00 +2.2089e+00
262 262 +1.849563162e+01 -3.093843684e+02 00 -1.9851e+00 +3.2204e+00
272 272 +1.689551750e+01 -3.109844825e+02 00 -2.2538e+00 +3.1965e+00
286 286 +1.589648129e+01 -3.119835187e+02 00 -2.1656e+00 +3.2163e+00
512 512 +1.573740144e+01 -3.121425986e+02 00 -5.3831e-01 +4.1903e+00
582 582 +1.502371588e+01 -3.128562841e+02 00 -2.2651e-01 +1.6890e-01
716 716 +1.412496072e+01 -3.137550393e+02 00 -1.1297e+00 +2.2881e+00
719 719 +1.261520556e+01 -3.152647944e+02 00 -1.1487e+00 +2.1460e+00
723 723 +1.034442679e+01 -3.175355732e+02 00 -1.2277e+00 +2.1844e+00
726 726 +9.967093929e+00 -3.179129061e+02 00 -1.1975e+00 +2.2196e+00
769 769 +4.871003227e+00 -3.230089968e+02 00 -2.8486e-01 +2.2545e+00
773 773 +3.979636852e+00 -3.239003631e+02 00 -2.7894e-01 +2.2034e+00
784 784 +3.501048282e+00 -3.243789517e+02 00 -2.5465e-01 +2.2028e+00
788 788 +3.000105581e+00 -3.248798944e+02 00 -1.8521e-01 +2.2027e+00
791 791 +2.941572043e+00 -3.249384280e+02 00 -1.9829e-01 +2.2073e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.443000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.600652950e+04 +6.410476856e+01 90 +2.2517e+00 +4.1205e+00
4 4 +4.991003898e+01 +9.434003898e+01 00 +4.3217e-01 +2.7697e+00
10 10 +3.858522422e+01 +8.301522422e+01 00 +1.3912e+00 +2.6865e+00
13 13 +9.292304313e+00 +5.372230431e+01 00 +1.0718e+00 +2.9812e+00
34 34 +8.295121103e+00 +5.272512110e+01 00 +9.6040e-01 +3.0088e+00
42 42 +8.052274220e+00 +5.248227422e+01 00 +9.8962e-01 +3.0077e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.839000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.172143802e+05 +4.717133179e+02 99 +1.5521e+00 +2.5291e+00
4 4 +4.223152451e+01 +5.261315245e+02 00 -3.2416e+00 -6.8707e-01
7 7 +4.163824119e+01 +5.255382412e+02 00 -3.2315e+00 -6.9115e-01
11 11 +2.343473380e+01 +5.073347338e+02 00 -2.9249e+00 -6.7992e-01
15 15 +3.508941612e+00 +4.874089416e+02 00 -2.9882e+00 -3.2475e-01
24 24 +1.884807781e+00 +4.857848078e+02 00 -2.9840e+00 -2.5489e-01
28 28 +2.286008468e-01 +4.841286008e+02 00 -2.9144e+00 -2.5254e-01
39 39 +1.704447910e-01 +4.840704448e+02 00 -2.8958e+00 -2.6443e-01
52 52 +6.731735377e-02 +4.839673174e+02 00 -2.9035e+00 -2.5023e-01
55 55 +4.645363504e-03 +4.839046454e+02 00 -2.8980e+00 -2.4899e-01
60 60 +5.148976492e-04 +4.839005149e+02 00 -2.8976e+00 -2.4887e-01
84 84 +2.781473149e-04 +4.839002781e+02 00 -2.8979e+00 -2.4851e-01
88 88 +1.888259504e-04 +4.839001888e+02 00 -2.8979e+00 -2.4845e-01
116 116 +9.871034069e-05 +4.839000987e+02 00 -2.8984e+00 -2.4805e-01
123 123 +9.445668746e-05 +4.839000945e+02 00 -2.8982e+00 -2.4820e-01
