% f evaluations | g evaluations | best noise-free fitness - Fopt (1.330129836800e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.829524776e+05 +3.366722625e+02 990900990999090090990990009990000000090999990990999000090999999090 -3.0452e-01 +1.9356e+00 +2.5789e+00 -4.6874e+00 -3.3758e+00 +1.7412e+00 -1.6837e+00 -6.7303e-01 +1.3382e+00 -4.9533e+00 -3.0553e-02 -1.1359e+00 +3.4651e-01 +1.9507e+00 +2.8492e+00 -4.3831e+00 +4.0349e+00 +1.0145e+00 +2.1201e+00 -3.6487e+00
4 3 +9.829524770e+05 +3.366722628e+02 990900990999090090990990009990000000090999990990999000090999999090 -3.0452e-01 +1.9356e+00 +2.5789e+00 -4.6874e+00 -3.3758e+00 +1.7412e+00 -1.6837e+00 -6.7303e-01 +1.3382e+00 -4.9533e+00 -3.0553e-02 -1.1359e+00 +3.4651e-01 +1.9507e+00 +2.8492e+00 -4.3831e+00 +4.0349e+00 +1.0145e+00 +2.1201e+00 -3.6487e+00
22 22 +6.958508934e+05 +2.418568863e+02 990900990999090090990990009990000000090999990990999000090999999090 +5.9675e-01 +1.6956e+00 +2.5813e+00 -2.3174e+00 -2.8065e+00 +3.2856e-01 -1.9361e+00 -1.0949e+00 +2.3585e-02 -4.3550e+00 -4.6176e-01 -4.0655e-01 +1.4486e-01 +1.2625e+00 +2.5259e+00 -4.2058e+00 +3.0404e+00 +1.5850e+00 +1.2629e+00 -3.4870e+00
43 43 +3.181535985e+05 +1.615235878e+02 990900990999090090990990009990000000090999990990999000090999999090 +1.7825e+00 +1.3797e+00 +2.5845e+00 +8.0079e-01 -2.0574e+00 -1.5301e+00 -2.2682e+00 -1.6500e+00 -1.7061e+00 -3.5679e+00 -1.0291e+00 +5.5305e-01 -1.2046e-01 +3.5715e-01 +2.1007e+00 -3.9726e+00 +1.7320e+00 +2.3356e+00 +1.3500e-01 -3.2744e+00
64 64 +2.438938753e+05 +1.516678800e+02 990900990999090090990990009990000000090999990990999000090999999090 +2.0157e+00 +1.3176e+00 +2.5852e+00 +1.4138e+00 -1.9101e+00 -1.8955e+00 -2.3335e+00 -1.7591e+00 -2.0462e+00 -3.4130e+00 -1.1406e+00 +7.4167e-01 -1.7262e-01 +1.7914e-01 +2.0170e+00 -3.9268e+00 +1.4747e+00 +2.4832e+00 -8.6753e-02 -3.2326e+00
85 85 +1.985041817e+05 +1.466104363e+02 990900990999090090990990009990000000090999990990999000090999999090 +2.1581e+00 +1.2796e+00 +2.5856e+00 +1.7883e+00 -1.8199e+00 -2.1188e+00 -2.3734e+00 -1.8258e+00 -2.2542e+00 -3.3183e+00 -1.2086e+00 +8.5680e-01 -2.0448e-01 +7.0344e-02 +1.9659e+00 -3.8989e+00 +1.3175e+00 +2.5735e+00 -2.2228e-01 -3.2071e+00
106 106 +1.699210713e+05 +1.438262653e+02 990900990999090090990990009990000000090999990990999000090999999090 +2.2474e+00 +1.2555e+00 +2.5862e+00 +2.0228e+00 -1.7626e+00 -2.2589e+00 -2.3986e+00 -1.8680e+00 -2.3855e+00 -3.2585e+00 -1.2507e+00 +9.2853e-01 -2.2457e-01 +1.9432e-03 +1.9335e+00 -3.8818e+00 +1.2187e+00 +2.6304e+00 -3.0757e-01 -3.1911e+00
127 127 +9.231163114e+04 +1.381922365e+02 990900990999090090990990009990000000090999990990999000090999999090 +2.4822e+00 +1.1884e+00 +2.5932e+00 +2.6361e+00 -1.5975e+00 -2.6311e+00 -2.4666e+00 -1.9837e+00 -2.7480e+00 -3.0911e+00 -1.3515e+00 +1.1086e+00 -2.7832e-01 -1.8226e-01 +1.8420e+00 -3.8465e+00 +9.5371e-01 +2.7862e+00 -5.3799e-01 -3.1500e+00
148 148 +6.299815109e+04 +1.387030099e+02 990900990999090090990990009990000000090999990990999000090999999090 +2.5480e+00 +1.1533e+00 +2.6273e+00 +2.7605e+00 -1.5062e+00 -2.7352e+00 -2.4912e+00 -2.0365e+00 -2.9103e+00 -3.0321e+00 -1.3239e+00 +1.1115e+00 -3.1088e-01 -2.3716e-01 +1.7898e+00 -3.8692e+00 +8.6848e-01 +2.8591e+00 -6.1768e-01 -3.1177e+00
190 190 +5.912297458e+04 +1.385501660e+02 990900990999090090990990009990000000090999990990999000090999999090 +2.5597e+00 +1.1500e+00 +2.6268e+00 +2.7887e+00 -1.4967e+00 -2.7536e+00 -2.4933e+00 -2.0429e+00 -2.9267e+00 -3.0241e+00 -1.3295e+00 +1.1181e+00 -3.1562e-01 -2.4661e-01 +1.7861e+00 -3.8686e+00 +8.5523e-01 +2.8661e+00 -6.3005e-01 -3.1152e+00
211 211 +2.506104607e+04 +1.392008632e+02 990900090990090090090990009990000000090900000900999000090999999090 +2.6252e+00 +1.1177e+00 +2.6174e+00 +2.9553e+00 -1.3417e+00 -2.8955e+00 -2.4970e+00 -2.1082e+00 -3.0796e+00 -2.8962e+00 -1.3570e+00 +1.1073e+00 -3.5392e-01 -3.4470e-01 +1.7553e+00 -3.9263e+00 +7.4465e-01 +2.9090e+00 -7.5422e-01 -3.1397e+00
232 232 +2.257860327e+04 +1.393267076e+02 990900000990090090090990009900000000090900000900999000090999999090 +2.6296e+00 +1.1149e+00 +2.6168e+00 +2.9655e+00 -1.3279e+00 -2.9062e+00 -2.4969e+00 -2.1139e+00 -3.0924e+00 -2.8855e+00 -1.3580e+00 +1.1044e+00 -3.5774e-01 -3.5234e-01 +1.7527e+00 -3.9321e+00 +7.3606e-01 +2.9128e+00 -7.6415e-01 -3.1416e+00
253 253 +1.301927370e+04 +1.399955691e+02 900900000990090090090990000900000000090900000000999000000999999090 +2.6556e+00 +1.1006e+00 +2.6249e+00 +3.0013e+00 -1.2877e+00 -2.9511e+00 -2.4958e+00 -2.1359e+00 -3.1405e+00 -2.8608e+00 -1.3508e+00 +1.0952e+00 -3.7198e-01 -3.7753e-01 +1.7397e+00 -3.9522e+00 +6.9982e-01 +2.9392e+00 -8.0011e-01 -3.1321e+00
274 274 +8.543136830e+00 +1.415561205e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.6922e+00 +1.0760e+00 +2.6406e+00 +3.0376e+00 -1.2147e+00 -3.0184e+00 -2.4912e+00 -2.1735e+00 -3.2199e+00 -2.8185e+00 -1.3302e+00 +1.0663e+00 -3.9795e-01 -4.1702e-01 +1.7175e+00 -3.9939e+00 +6.4320e-01 +2.9832e+00 -8.5812e-01 -3.1170e+00
316 316 +7.700462917e+00 +1.407134466e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.6966e+00 +1.0782e+00 +2.6356e+00 +3.0774e+00 -1.2560e+00 -3.0348e+00 -2.4882e+00 -2.1529e+00 -3.1930e+00 -2.8058e+00 -1.3413e+00 +1.1172e+00 -3.3904e-01 -4.1997e-01 +1.7252e+00 -3.9894e+00 +6.3166e-01 +2.9969e+00 -8.3995e-01 -3.1427e+00
337 337 +7.197596657e+00 +1.402105803e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.7054e+00 +1.0817e+00 +2.6277e+00 +3.0989e+00 -1.2703e+00 -3.0417e+00 -2.4854e+00 -2.1513e+00 -3.1906e+00 -2.8106e+00 -1.3534e+00 +1.1340e+00 -3.4362e-01 -4.1723e-01 +1.7263e+00 -3.9710e+00 +6.2520e-01 +3.0060e+00 -8.3379e-01 -3.1333e+00
358 358 +6.163445921e+00 +1.391764296e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.7403e+00 +1.1258e+00 +2.5941e+00 +3.1420e+00 -1.2976e+00 -3.0752e+00 -2.4318e+00 -2.1601e+00 -3.2222e+00 -2.8083e+00 -1.4108e+00 +1.1799e+00 -3.8145e-01 -4.2393e-01 +1.6964e+00 -3.9335e+00 +6.1541e-01 +3.0120e+00 -8.7671e-01 -3.1393e+00
379 379 +5.762345771e+00 +1.387753295e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.7770e+00 +1.1085e+00 +2.5953e+00 +3.1760e+00 -1.3336e+00 -3.0877e+00 -2.4492e+00 -2.1485e+00 -3.1946e+00 -2.8124e+00 -1.4028e+00 +1.2039e+00 -3.7077e-01 -4.2779e-01 +1.7103e+00 -3.9047e+00 +5.8543e-01 +3.0627e+00 -8.6153e-01 -3.1075e+00
421 421 +1.564132397e+00 +1.345771161e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.7985e+00 +1.1073e+00 +2.5927e+00 +3.3744e+00 -1.3917e+00 -3.1001e+00 -2.5325e+00 -2.1271e+00 -3.1786e+00 -2.8747e+00 -1.4766e+00 +1.3278e+00 -3.4668e-01 -4.2633e-01 +1.7242e+00 -3.8106e+00 +6.0661e-01 +3.0079e+00 -8.3430e-01 -3.1033e+00
442 442 +9.322154159e-02 +1.331062052e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.7832e+00 +1.1137e+00 +2.5866e+00 +3.4239e+00 -1.4244e+00 -3.0968e+00 -2.5469e+00 -2.1182e+00 -3.1636e+00 -2.9020e+00 -1.5049e+00 +1.3594e+00 -3.4422e-01 -4.0738e-01 +1.7411e+00 -3.7780e+00 +6.2736e-01 +2.9705e+00 -8.1615e-01 -3.0964e+00
463 463 +1.331277796e-02 +1.330262965e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.7817e+00 +1.1135e+00 +2.5873e+00 +3.4275e+00 -1.4261e+00 -3.0960e+00 -2.5479e+00 -2.1177e+00 -3.1633e+00 -2.9045e+00 -1.5070e+00 +1.3613e+00 -3.4400e-01 -4.0579e-01 +1.7423e+00 -3.7763e+00 +6.2940e-01 +2.9683e+00 -8.1535e-01 -3.0953e+00
484 484 +1.337498076e-04 +1.330131174e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1632e+00 -2.9048e+00 -1.5072e+00 +1.3616e+00 -3.4400e-01 -4.0560e-01 +1.7424e+00 -3.7760e+00 +6.2960e-01 +2.9680e+00 -8.1520e-01 -3.0952e+00
509 508 +1.316195095e-04 +1.330131153e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1632e+00 -2.9048e+00 -1.5072e+00 +1.3616e+00 -3.4400e-01 -4.0560e-01 +1.7424e+00 -3.7760e+00 +6.2960e-01 +2.9680e+00 -8.1520e-01 -3.0952e+00
526 526 +1.320068748e-06 +1.330129850e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1632e+00 -2.9048e+00 -1.5072e+00 +1.3616e+00 -3.4400e-01 -4.0560e-01 +1.7424e+00 -3.7760e+00 +6.2960e-01 +2.9680e+00 -8.1520e-01 -3.0952e+00
1261 1261 +2.640089463e-07 +1.330129839e+02 000000000000000000000000000000000000000000000000000000000000000000 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1632e+00 -2.9048e+00 -1.5072e+00 +1.3616e+00 -3.4400e-01 -4.0560e-01 +1.7424e+00 -3.7760e+00 +6.2960e-01 +2.9680e+00 -8.1520e-01 -3.0952e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.780771788800e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.720972107e+05 +6.403648679e+02 990099990990999000990999009009099000090000900099909900099999900000 +4.8156e+00 +4.2950e+00 +1.9464e+00 +3.0479e-01 +1.8886e+00 -4.3106e+00 +4.7046e+00 +3.0645e+00 +2.9656e+00 +4.4106e+00 +4.3261e+00 +3.4706e+00 -4.4799e+00 -4.1271e+00 +4.8999e+00 +4.3612e+00 +1.9497e+00 +2.6940e+00 +3.7435e-01 +2.7006e+00
2 1 +6.720972105e+05 +6.403648692e+02 990099990990999000990999009009099000090000900099909900099999900000 +4.8156e+00 +4.2950e+00 +1.9464e+00 +3.0479e-01 +1.8886e+00 -4.3106e+00 +4.7046e+00 +3.0645e+00 +2.9656e+00 +4.4106e+00 +4.3261e+00 +3.4706e+00 -4.4799e+00 -4.1271e+00 +4.8999e+00 +4.3612e+00 +1.9497e+00 +2.6940e+00 +3.7435e-01 +2.7006e+00
22 22 +4.997147029e+05 +4.490332925e+02 990099990990999000990999009009099000090000900099909900099999900000 +3.5119e+00 +3.6801e+00 +4.5194e-01 +1.1813e+00 +9.1215e-01 -3.1361e+00 +2.6103e+00 +2.7875e+00 +2.2952e+00 +3.2472e+00 +3.0422e+00 +3.2977e+00 -3.7566e+00 -2.2928e+00 +3.5285e+00 +4.0657e+00 +1.3575e+00 +1.2710e+00 +5.9398e-01 +1.4869e+00
43 43 +4.057616319e+05 +3.658718491e+02 990099990990999000990999009009099000090000900099909900099999900000 +2.8009e+00 +3.3449e+00 -3.6285e-01 +1.6590e+00 +3.7968e-01 -2.4957e+00 +1.4684e+00 +2.6365e+00 +1.9298e+00 +2.6129e+00 +2.3423e+00 +3.2035e+00 -3.3623e+00 -1.2930e+00 +2.7811e+00 +3.9045e+00 +1.0348e+00 +4.9523e-01 +7.1376e-01 +8.2525e-01
