% f evaluations | g evaluations | best noise-free fitness - Fopt (7.220898112000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.546909015e+05 +1.982473793e+02 009009000090900090000 -2.8412e+00 -1.1433e+00 +4.1378e+00 -1.3787e+00 +4.1705e-01
4 3 +1.546908977e+05 +1.982473800e+02 009009000090900090000 -2.8412e+00 -1.1433e+00 +4.1378e+00 -1.3787e+00 +4.1705e-01
7 7 +1.511562212e+05 +1.939144006e+02 009009000090900090000 -2.7129e+00 -1.0922e+00 +4.1027e+00 -1.2691e+00 +3.7486e-01
13 13 +3.860878505e+04 +1.065726448e+02 009009000090000090000 +9.0450e-01 -3.3183e-01 +3.5694e+00 +1.9020e+00 -9.6158e-01
25 25 +3.530440880e+04 +1.035262283e+02 009009000090000090000 +1.0450e+00 -2.4084e-01 +3.5069e+00 +2.0234e+00 -9.9328e-01
31 31 +3.044845291e+01 +1.026574340e+02 000000000000000000000 +1.4993e+00 -7.9573e-01 +3.8224e+00 +3.0242e+00 -5.1671e-01
43 43 +2.004186103e+01 +9.225084215e+01 000000000000000000000 +1.8721e+00 -2.3467e-01 +3.4647e+00 +3.1404e+00 -7.6744e-01
49 49 +7.278651393e+00 +7.948763251e+01 000000000000000000000 +2.2888e+00 +3.2374e-01 +2.9937e+00 +3.7026e+00 -8.9372e-01
55 55 +5.555552543e+00 +7.776453366e+01 000000000000000000000 +2.4738e+00 +7.1667e-01 +2.8488e+00 +3.3697e+00 -1.0853e+00
61 61 +3.928472740e+00 +7.613745386e+01 000000000000000000000 +2.5058e+00 +6.6147e-01 +2.8264e+00 +3.5984e+00 -1.0896e+00
67 67 +3.373680546e+00 +7.558266167e+01 000000000000000000000 +2.6751e+00 +1.0206e+00 +2.8422e+00 +3.3494e+00 -1.3196e+00
73 73 +2.351065896e+00 +7.456004702e+01 000000000000000000000 +2.7008e+00 +9.1514e-01 +2.7687e+00 +3.5031e+00 -1.2505e+00
79 79 +2.071930227e+00 +7.428091135e+01 000000000000000000000 +2.6547e+00 +9.3031e-01 +2.7190e+00 +3.4489e+00 -1.2980e+00
85 85 +5.221511434e-01 +7.273113226e+01 000000000000000000000 +2.7531e+00 +1.0614e+00 +2.6241e+00 +3.4412e+00 -1.3888e+00
91 91 +3.236291390e-02 +7.224134403e+01 000000000000000000000 +2.7794e+00 +1.1095e+00 +2.5896e+00 +3.4295e+00 -1.4235e+00
97 97 +4.723308970e-03 +7.221370443e+01 000000000000000000000 +2.7814e+00 +1.1134e+00 +2.5875e+00 +3.4279e+00 -1.4263e+00
103 103 +4.221510943e-05 +7.220902334e+01 000000000000000000000 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00
113 112 +4.161963025e-05 +7.220902274e+01 000000000000000000000 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00
115 115 +4.200567503e-07 +7.220898154e+01 000000000000000000000 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00
601 601 +8.400131435e-08 +7.220898120e+01 000000000000000000000 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.702909504000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.656743978e+04 +9.827356334e+01 000900090090099909990 -4.5701e+00 +4.2398e-01 -2.3530e+00 +9.1161e-02 +8.2111e-01
3 2 +8.656743972e+04 +9.827356324e+01 000900090090099909990 -4.5701e+00 +4.2398e-01 -2.3530e+00 +9.1161e-02 +8.2111e-01
7 7 +1.068472877e+04 +6.617216351e+01 000900090090099909990 -8.0223e-01 +1.7142e+00 -3.6943e+00 +3.2743e+00 -1.5815e+00
13 13 +8.042180279e+01 +6.708931222e+01 000000070090090909900 -2.7408e-01 +1.8917e+00 -3.8786e+00 +3.7180e+00 -1.9134e+00
19 19 +2.393459315e+01 +6.711411478e+01 000000000090080908000 -2.7074e-01 +1.8920e+00 -3.8788e+00 +3.7200e+00 -1.9138e+00
25 25 +1.297628399e-01 +6.715885788e+01 000000000000000000000 -2.6771e-01 +1.8908e+00 -3.8771e+00 +3.7211e+00 -1.9130e+00
79 79 +9.535251764e-03 +6.703863029e+01 000000000000000000000 -2.7183e-01 +1.8966e+00 -3.8838e+00 +3.7227e+00 -1.9188e+00
85 85 +4.204256978e-03 +6.703329930e+01 000000000000000000000 -2.7188e-01 +1.8967e+00 -3.8839e+00 +3.7230e+00 -1.9201e+00
91 91 +2.406037865e-05 +6.702911910e+01 000000000000000000000 -2.7200e-01 +1.8968e+00 -3.8840e+00 +3.7232e+00 -1.9208e+00
92 91 +2.394169385e-05 +6.702911898e+01 000000000000000000000 -2.7200e-01 +1.8968e+00 -3.8840e+00 +3.7232e+00 -1.9208e+00
97 97 +8.400054980e-06 +6.702910344e+01 000000000000000000000 -2.7200e-01 +1.8968e+00 -3.8840e+00 +3.7232e+00 -1.9208e+00
98 97 +8.281370214e-06 +6.702910332e+01 000000000000000000000 -2.7200e-01 +1.8968e+00 -3.8840e+00 +3.7232e+00 -1.9208e+00
100 99 +7.971864378e-06 +6.702910301e+01 000000000000000000000 -2.7200e-01 +1.8968e+00 -3.8840e+00 +3.7232e+00 -1.9208e+00
103 103 +8.400600393e-08 +6.702909512e+01 000000000000000000000 -2.7200e-01 +1.8968e+00 -3.8840e+00 +3.7232e+00 -1.9208e+00
1260 1260 +2.100804863e-09 +6.702909504e+01 000000000000000000000 -2.7200e-01 +1.8968e+00 -3.8840e+00 +3.7232e+00 -1.9208e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.669276198400e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.472107080e+05 -9.566261145e+02 090009099999909900999 -1.2516e+00 -4.8099e+00 +2.4612e+00 -3.3556e+00 -4.8005e+00
4 3 +7.472107070e+05 -9.566261143e+02 090009099999909900999 -1.2516e+00 -4.8099e+00 +2.4612e+00 -3.3556e+00 -4.8005e+00
7 7 +5.945856694e+04 -9.710215651e+02 090009099999909900999 -2.7117e-01 -3.4481e+00 +2.7951e+00 +3.0178e+00 -1.1551e+00
13 13 +4.594975755e+04 -9.701659707e+02 090009099999909900999 -2.5191e-01 -3.4214e+00 +2.8017e+00 +3.1430e+00 -1.0836e+00
19 19 +3.481109423e+03 -9.671905427e+02 090009099999909900999 -1.9137e-01 -3.3373e+00 +2.8223e+00 +3.5365e+00 -8.5844e-01
